Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,84.672,Tue Jul 17 10:19:35.211 2018,325.6788,Tue Jul 17 10:23:36.218 2018
Session 2,4807.47,Tue Jul 17 11:38:18.009 2018,4969.935,Tue Jul 17 11:41:00.474 2018
