"Session","StartTime","EndTime"
"RestingBaseline",2018-07-17 10:19:35,2018-07-17 10:23:36
"BaselineWriting",2018-07-17 10:24:45,2018-07-17 10:29:45
"StressCondition",2018-07-17 10:32:10,2018-07-17 10:37:10
"DualTask",2018-07-17 10:37:40,2018-07-17 11:27:40
"Presentation",2018-07-17 11:38:18,2018-07-17 11:41:00
