"Session","StartTime","EndTime"
"RestingBaseline",2018-06-27 15:44:59,2018-06-27 15:49:00
"BaselineWriting",2018-06-27 15:49:49,2018-06-27 15:54:49
"StressCondition",2018-06-27 15:58:04,2018-06-27 16:03:04
"DualTask",2018-06-27 16:04:27,2018-06-27 16:54:27
"Presentation",2018-06-27 17:03:42,2018-06-27 17:07:34
