Frame#,Time,Perspiration
0,0,0.004177715
2,0.1297312,0.003870889
3,0.2628335,0.005491781
4,0.3967824,0.005466714
5,0.5311402,0.002971361
6,0.6629886,0.003547869
7,0.7984301,0.003536876
8,0.9312459,0.002742867
9,1.065101,0.003093272
10,1.210684,0.003144887
15,1.335015,0.003200059
16,1.471377,0.00406163
17,1.600603,0.003093434
18,1.7312,0.002628496
19,1.864555,0.004382438
20,1.998405,0.002897232
21,2.131007,0.003017107
22,2.266364,0.002871879
23,2.269372,0.002729465
24,2.399432,0.002729465
25,2.534361,0.002114263
26,2.664244,0.002219388
27,2.79922,0.002200044
28,2.931664,0.00446325
29,3.065017,0.003953032
30,3.198569,0.002971469
31,3.332445,0.001942793
32,3.466806,0.003664507
33,3.600469,0.004129113
34,3.733057,0.005112191
35,3.86641,0.004869642
36,3.999363,0.01039999
37,4.13279,0.007585103
38,4.267147,0.004145409
39,4.400057,0.004034808
40,4.534641,0.003651355
41,4.667995,0.003555583
42,4.800079,0.005376002
43,4.934635,0.002338463
44,5.067904,0.007661979
45,5.200918,0.003436088
46,5.335274,0.004778965
47,5.46853,0.002864578
48,5.602679,0.003083628
51,5.736033,0.001959203
52,5.869396,0.003733326
53,6.004245,0.003308811
54,6.135425,0.004503865
55,6.268775,0.004800081
56,6.40118,0.003204649
57,6.553583,0.004933375
58,6.669877,0.005362102
59,6.803734,0.00329996
60,6.938592,0.003931338
61,7.069442,0.003161053
62,7.203297,0.003697025
63,7.338153,0.003812339
64,7.486049,0.004123072
65,7.604351,0.00316367
66,7.736702,0.00294207
67,7.871059,0.003333308
68,8.005331,0.003317106
69,8.15473,0.003167305
70,8.27154,0.004200078
71,8.404392,0.003320757
72,8.53875,0.003172866
73,8.672605,0.003288828
74,8.803452,0.002991309
75,8.93781,0.002981885
76,9.072668,0.004538709
77,9.205521,0.006933291
78,9.340881,0.005890874
79,9.472731,0.004993928
80,9.605117,0.00476103
81,9.738474,0.004143521
82,9.873329,0.004527672
83,10.00568,0.004799944
84,10.14355,0.003799974
86,10.279,0.003133432
88,10.40706,0.003388283
89,10.54543,0.00511225
91,10.67578,0.003618995
96,10.80713,0.00617153
97,10.94048,0.009863055
98,11.07384,0.007945457
99,11.2077,0.004915414
100,11.34263,0.003222154
101,11.47396,0.003981329
102,11.60876,0.002666639
103,11.74312,0.002571481
104,11.87447,0.002553153
105,12.00777,0.004586551
106,12.14329,0.003259216
107,12.27564,0.003356117
108,12.42862,0.002899955
109,12.54342,0.002938105
110,12.67577,0.003371447
111,12.80863,0.002105279
112,12.9471,0.003352389
114,13.07745,0.002427581
116,13.21199,0.003410538
118,13.34334,0.003054638
119,13.34736,0.006346008
121,13.4757,0.006346008
122,13.61156,0.004108653
123,13.74591,0.006206606
125,13.88528,0.004216232
126,14.00963,0.003999991
127,14.14548,0.002988632
128,14.27783,0.008573062
129,14.42021,0.00323021
130,14.54554,0.002990231
131,14.67689,0.003287717
132,14.81278,0.004295878
133,14.94414,0.005533336
134,15.07848,0.005119957
135,15.21184,0.005114828
136,15.35622,0.003304984
137,15.47905,0.003424622
138,15.62594,0.002604699
139,15.74576,0.002304045
140,15.87761,0.00239998
141,16.02049,0.004038009
143,16.1533,0.002806626
144,16.27915,0.003080583
145,16.28114,0.002133363
146,16.417,0.002560082
147,16.54686,0.002933277
148,16.68926,0.003458865
149,16.8161,0.002346706
150,16.95497,0.00666673
151,17.0783,0.005420838
152,17.21466,0.005511051
153,17.35188,0.003003486
