"Session","StartTime","EndTime"
"RestingBaseline",2018-06-22 11:35:42,2018-06-22 11:40:20
"BaselineWriting",2018-06-22 11:41:13,2018-06-22 11:46:13
"StressCondition",2018-06-22 11:46:51,2018-06-22 11:51:51
"DualTask",2018-06-22 11:53:46,2018-06-22 12:43:46
"Presentation",2018-06-22 12:51:14,2018-06-22 12:53:39
