"Session","StartTime","EndTime"
"RestingBaseline",2018-07-25 11:35:50,2018-07-25 11:39:55
"BaselineWriting",2018-07-25 11:40:56,2018-07-25 11:45:56
"StressCondition",2018-07-25 11:46:23,2018-07-25 11:51:23
"DualTask",2018-07-25 12:09:27,2018-07-25 12:59:27
"Presentation",2018-07-25 13:08:35,2018-07-25 13:10:01
