"Session","StartTime","EndTime"
"RestingBaseline",2018-06-28 15:31:58,2018-06-28 15:36:01
"BaselineWriting",2018-06-28 15:36:10,2018-06-28 15:41:10
"StressCondition",2018-06-28 15:42:19,2018-06-28 15:47:19
"DualTask",2018-06-28 15:49:53,2018-06-28 16:39:53
"Presentation",2018-06-28 16:52:29,2018-06-28 16:56:58
