Time,Timestamp,X,Y,Type
3.924,Tue Jul 03 03:40:43.218 2018,778,428, 0
3.93,Tue Jul 03 03:40:43.224 2018,778,428, 0
3.936,Tue Jul 03 03:40:43.231 2018,786,428, 0
3.944,Tue Jul 03 03:40:43.239 2018,807,433, 0
3.952,Tue Jul 03 03:40:43.247 2018,848,444, 0
3.96,Tue Jul 03 03:40:43.255 2018,896,457, 0
3.968,Tue Jul 03 03:40:43.263 2018,945,475, 0
3.976,Tue Jul 03 03:40:43.271 2018,992,495, 0
3.984,Tue Jul 03 03:40:43.279 2018,1026,511, 0
3.992,Tue Jul 03 03:40:43.287 2018,1051,525, 0
4,Tue Jul 03 03:40:43.295 2018,1065,536, 0
4.008,Tue Jul 03 03:40:43.303 2018,1072,544, 0
4.017,Tue Jul 03 03:40:43.311 2018,1076,552, 0
4.024,Tue Jul 03 03:40:43.319 2018,1080,558, 0
4.032,Tue Jul 03 03:40:43.327 2018,1086,564, 0
4.04,Tue Jul 03 03:40:43.335 2018,1094,570, 0
4.048,Tue Jul 03 03:40:43.343 2018,1109,577, 0
4.056,Tue Jul 03 03:40:43.351 2018,1134,587, 0
4.064,Tue Jul 03 03:40:43.358 2018,1170,599, 0
4.072,Tue Jul 03 03:40:43.367 2018,1198,611, 0
4.08,Tue Jul 03 03:40:43.375 2018,1219,623, 0
4.088,Tue Jul 03 03:40:43.383 2018,1231,633, 0
4.096,Tue Jul 03 03:40:43.391 2018,1237,639, 0
4.104,Tue Jul 03 03:40:43.399 2018,1240,643, 0
4.113,Tue Jul 03 03:40:43.407 2018,1240,648, 0
4.121,Tue Jul 03 03:40:43.415 2018,1239,650, 0
4.128,Tue Jul 03 03:40:43.423 2018,1238,652, 0
4.136,Tue Jul 03 03:40:43.431 2018,1237,653, 0
4.144,Tue Jul 03 03:40:43.439 2018,1238,656, 0
4.152,Tue Jul 03 03:40:43.447 2018,1241,658, 0
4.16,Tue Jul 03 03:40:43.455 2018,1247,662, 0
4.168,Tue Jul 03 03:40:43.463 2018,1253,666, 0
4.176,Tue Jul 03 03:40:43.471 2018,1257,671, 0
4.184,Tue Jul 03 03:40:43.479 2018,1260,676, 0
4.192,Tue Jul 03 03:40:43.487 2018,1260,679, 0
4.2,Tue Jul 03 03:40:43.495 2018,1260,682, 0
4.208,Tue Jul 03 03:40:43.503 2018,1258,685, 0
4.216,Tue Jul 03 03:40:43.511 2018,1251,687, 0
4.224,Tue Jul 03 03:40:43.519 2018,1243,688, 0
4.232,Tue Jul 03 03:40:43.527 2018,1236,688, 0
4.24,Tue Jul 03 03:40:43.535 2018,1229,688, 0
4.248,Tue Jul 03 03:40:43.543 2018,1221,688, 0
4.257,Tue Jul 03 03:40:43.551 2018,1212,689, 0
4.264,Tue Jul 03 03:40:43.559 2018,1202,692, 0
4.272,Tue Jul 03 03:40:43.567 2018,1194,693, 0
4.28,Tue Jul 03 03:40:43.575 2018,1185,694, 0
4.288,Tue Jul 03 03:40:43.583 2018,1175,696, 0
4.296,Tue Jul 03 03:40:43.591 2018,1162,698, 0
4.304,Tue Jul 03 03:40:43.599 2018,1147,700, 0
4.313,Tue Jul 03 03:40:43.607 2018,1131,704, 0
4.321,Tue Jul 03 03:40:43.615 2018,1115,708, 0
4.329,Tue Jul 03 03:40:43.623 2018,1097,710, 0
4.336,Tue Jul 03 03:40:43.631 2018,1075,716, 0
4.344,Tue Jul 03 03:40:43.639 2018,1052,720, 0
4.352,Tue Jul 03 03:40:43.647 2018,1022,727, 0
4.36,Tue Jul 03 03:40:43.655 2018,995,733, 0
4.368,Tue Jul 03 03:40:43.663 2018,972,738, 0
4.376,Tue Jul 03 03:40:43.671 2018,953,742, 0
4.384,Tue Jul 03 03:40:43.679 2018,935,746, 0
4.392,Tue Jul 03 03:40:43.687 2018,919,748, 0
4.4,Tue Jul 03 03:40:43.695 2018,906,750, 0
4.408,Tue Jul 03 03:40:43.703 2018,892,752, 0
4.416,Tue Jul 03 03:40:43.711 2018,880,756, 0
4.424,Tue Jul 03 03:40:43.719 2018,868,758, 0
4.432,Tue Jul 03 03:40:43.727 2018,856,760, 0
4.44,Tue Jul 03 03:40:43.735 2018,845,764, 0
4.448,Tue Jul 03 03:40:43.743 2018,833,767, 0
4.456,Tue Jul 03 03:40:43.751 2018,819,770, 0
4.464,Tue Jul 03 03:40:43.759 2018,802,775, 0
4.472,Tue Jul 03 03:40:43.767 2018,788,780, 0
4.48,Tue Jul 03 03:40:43.775 2018,778,783, 0
4.488,Tue Jul 03 03:40:43.783 2018,771,785, 0
4.496,Tue Jul 03 03:40:43.791 2018,767,786, 0
4.504,Tue Jul 03 03:40:43.799 2018,763,787, 0
4.512,Tue Jul 03 03:40:43.807 2018,761,788, 0
4.521,Tue Jul 03 03:40:43.815 2018,758,789, 0
4.528,Tue Jul 03 03:40:43.823 2018,754,794, 0
4.536,Tue Jul 03 03:40:43.831 2018,748,803, 0
4.544,Tue Jul 03 03:40:43.839 2018,739,816, 0
4.552,Tue Jul 03 03:40:43.847 2018,726,837, 0
4.56,Tue Jul 03 03:40:43.855 2018,710,859, 0
4.568,Tue Jul 03 03:40:43.863 2018,696,879, 0
4.576,Tue Jul 03 03:40:43.871 2018,688,896, 0
4.584,Tue Jul 03 03:40:43.879 2018,684,906, 0
4.592,Tue Jul 03 03:40:43.887 2018,683,912, 0
4.6,Tue Jul 03 03:40:43.895 2018,683,915, 0
4.608,Tue Jul 03 03:40:43.903 2018,683,917, 0
4.616,Tue Jul 03 03:40:43.911 2018,686,918, 0
4.624,Tue Jul 03 03:40:43.919 2018,689,921, 0
4.632,Tue Jul 03 03:40:43.927 2018,692,926, 0
4.64,Tue Jul 03 03:40:43.935 2018,694,931, 0
4.648,Tue Jul 03 03:40:43.943 2018,695,940, 0
