"Session","StartTime","EndTime"
"RestingBaseline",2018-07-03 15:41:16,2018-07-03 15:41:40
"BaselineWriting",2018-07-03 15:52:36,2018-07-03 15:57:36
"StressCondition",2018-07-03 15:58:07,2018-07-03 16:03:07
"DualTask",2018-07-03 16:06:48,2018-07-03 16:56:48
"Presentation",NA,NA
