"Session","StartTime","EndTime"
"RestingBaseline",2018-09-05 13:05:34,2018-09-05 13:09:42
"BaselineWriting",2018-09-05 13:10:25,2018-09-05 13:15:25
"StressCondition",2018-09-05 13:15:51,2018-09-05 13:20:51
"DualTask",2018-09-05 13:23:11,2018-09-05 14:13:11
"Presentation",2018-09-05 14:22:26,2018-09-05 14:23:18
