Frame#,Time,Perspiration
0,0,0.001600018
1,0.1353565,0.003077064
4,0.2662046,0.003077064
5,0.2687109,0.002319988
6,0.3995605,0.005257296
7,0.5425722,0.003733403
8,0.7372921,0.002971499
9,0.7869228,0.002971499
11,0.8074806,0.002971499
12,0.9392258,0.003200045
13,1.079599,0.002800128
14,1.199917,0.004799991
15,1.335277,0.001599997
16,1.469633,0.001600073
17,1.599981,0.003999802
18,1.742359,0.001599997
19,1.868698,0.001600073
20,2.006059,0.00160003
21,2.135085,0.002036401
22,2.289498,0.01120017
25,2.402798,0.002947375
27,2.538712,0.002061768
28,2.667264,0.002199834
29,2.802624,0.006655981
30,2.938539,0.002285819
31,3.068884,0.002668842
32,3.202741,0.004576169
34,3.340105,0.004800009
36,3.470957,0.005299995
37,3.604311,0.006305919
38,3.73815,0.007252066
39,3.869998,0.003789543
40,4.003353,0.009741192
41,4.138714,0.008404121
42,4.26913,0.001628708
43,4.4045,0.007315415
44,4.538879,0.00464009
45,4.676743,0.005082334
46,4.806088,0.0003458163
415,34.70831,3.232839E-05
416,34.83465,3.232839E-05
417,34.96701,0.0002562701
418,35.10738,3.232839E-05
419,35.23571,0.003200027
420,35.37909,0.002857099
422,35.50193,0.002857099
423,35.63384,0.00662833
424,35.7722,0.005784692
425,35.90254,0.003519947
426,36.03389,0.002559934
427,36.17226,0.003345497
428,36.3026,0.002559995
429,36.43827,0.002514285
430,36.57015,0.005364682
431,36.713,0.005439913
432,36.83667,0.003573294
433,36.97439,0.003873637
434,37.10378,0.001599972
435,37.23713,0.001600073
436,37.36948,0.001599951
437,37.50283,0.003800136
438,37.63631,0.001599986
439,37.77017,0.001599997
440,37.90305,0.001599997
441,38.03941,0.003733326
442,38.16986,0.002057034
443,38.30391,0.002057121
444,38.43626,0.002707582
445,38.57011,0.003555447
446,38.70597,0.002133295
447,38.84083,0.002285732
449,38.96971,0.001600019
450,39.10307,0.002610501
451,39.24071,0.002367901
452,39.37206,0.002472702
453,39.50641,0.00319979
454,39.64027,0.002908947
455,39.78214,0.004416019
456,39.90678,0.002199986
457,40.04107,0.001599959
458,40.18163,0.003636447
459,40.30595,0.003200045
460,40.44186,0.005028714
461,40.57221,0.002763569
462,40.70557,0.002799938
463,40.85097,0.001599962
464,40.97229,0.001599899
465,41.10615,0.002559995
466,41.24031,0.002472702
467,41.37466,0.002399907
468,41.50702,0.004509103
469,41.64137,0.002285688
470,41.77307,0.001600035
471,41.90743,0.002311127
472,42.04132,0.002800052
473,42.17525,0.00342851
474,42.30759,0.002399957
475,42.44123,0.002799899
476,42.57558,0.001600012
477,42.70793,0.001600037
478,42.84329,0.003144887
479,42.97464,0.003800059
480,43.11633,0.002971565
481,43.24367,0.002799976
482,43.37602,0.001600035
483,43.51589,0.001599972
484,43.65476,0.002559995
485,43.79263,0.002399907
486,43.90894,0.001599951
487,44.04329,0.001599921
488,44.19353,0.001600073
489,44.30885,0.001600022
490,44.45659,0.004072747
491,44.57592,0.002971347
492,44.72675,0.001600073
493,44.84375,0.004631518
494,44.9766,0.00334533
495,45.11096,0.002800052
496,45.24381,0.002400008
497,45.38519,0.00159987
500,45.51052,0.001599986
501,45.64456,0.001599921
502,45.79747,0.001599986
503,45.90977,0.001600073
504,46.04513,0.002400059
505,46.17818,0.003199892
506,46.32357,0.003839871
508,46.44542,0.001599921
509,46.57928,0.003839993
510,46.71614,0.002559873
511,46.84599,0.001600033
513,46.97834,0.001599942
514,47.11119,0.001600026
515,47.24555,0.001600073
516,47.3784,0.002947471
517,47.51326,0.001600073
518,47.64661,0.001600073
519,47.80708,0.001600073
520,47.91232,0.002879989
521,48.05721,0.002239858
522,48.18103,0.004399896
523,48.31639,0.002036374
524,48.45226,0.00186665
525,48.61819,0.002133397
528,48.71946,0.002800052
530,48.84781,0.002799976
531,48.98467,0.002559995
533,49.11502,0.002559995
535,49.25254,0.001077492
536,49.3839,0.002559995
537,49.51775,0.001600073
539,49.6501,0.001600073
541,49.92734,0.001600073
542,49.93085,0.001600073
543,50.04916,0.001600073
545,50.18758,0.001600073
547,50.31692,0.001599921
548,50.44904,0.001600018
549,50.5839,0.001599997
551,50.71627,0.001599997
552,50.8481,0.003200045
553,50.98447,0.001600073
554,51.11682,0.002800052
555,51.12634,0.003200045
557,51.25017,0.003200045
558,51.38403,0.002799747
559,51.51588,0.001599921
560,51.64923,0.001286524
561,51.78413,0.001425812
562,51.91698,0.001600073
563,52.04901,0.001599921
564,52.1954,0.003022191
565,52.31772,0.003733504
566,52.45057,0.003866793
567,52.58673,0.003391984
568,52.71909,0.004723735
569,52.85088,0.001599951
570,52.98928,0.002799899
571,53.11959,0.002285732
572,53.25143,0.003022157
573,53.3863,0.001600073
574,53.52868,0.001599921
575,53.65199,0.001600073
576,53.78563,0.00160003
577,53.91998,0.001600073
578,54.05891,0.00159987
579,54.18976,0.001600073
580,54.3196,0.001599972
581,54.45316,0.001599921
582,54.58702,0.002799976
583,54.72095,0.001599997
585,54.85692,0.002133261
588,54.99127,0.001599972
590,55.12463,0.004307655
592,55.25402,0.001599997
593,55.38838,0.002400008
594,55.51891,0.001599997
595,55.65709,0.001599844
596,55.6601,0.001600012
599,55.79696,0.003362757
603,55.92112,0.001600073
604,56.07222,0.001600073
605,56.19103,0.004000183
606,56.32138,0.002800052
607,56.45439,0.001600073
608,56.5895,0.004088805
609,56.72635,0.002666517
610,56.72836,0.002879928
612,56.86056,0.002799938
614,56.99492,0.003345386
616,57.12276,0.003199977
618,57.26012,0.002971477
620,57.38746,0.004600058
621,57.52283,0.001600012
622,57.65518,0.002666789
623,57.79067,0.002971565
624,57.92453,0.00579996
626,58.05989,0.004457107
629,58.18966,0.004799983
630,58.34005,0.002338451
631,58.4608,0.001599921
632,58.59093,0.00320007
633,58.72278,0.003345414
634,58.85714,0.004248365
635,58.99041,0.001600035
636,59.12727,0.002799899
637,59.13429,0.001600018
639,59.25863,0.001600018
640,59.40274,0.003294053
641,59.53616,0.001600043
642,59.65848,0.004799915
643,59.79335,0.005176366
644,59.92443,0.004945487
645,60.05878,0.004
646,60.19248,0.004
647,60.32531,0.004319923
648,60.45766,0.002666619
649,60.61242,0.002800052
650,60.72621,0.00240011
651,60.85925,0.001599992
652,60.99207,0.001600001
653,61.12688,0.002164733
654,61.25823,0.002080065
656,61.39515,0.002240062
659,61.54053,0.00307697
660,61.65889,0.002133397
661,61.79395,0.002338569
662,61.92804,0.002559934
663,62.0614,0.002133329
664,62.19389,0.004184572
665,62.33805,0.003199943
666,62.45938,0.002472813
667,62.59402,0.002800052
668,62.72804,0.002500019
669,62.8604,0.002080004
670,62.99506,0.002559995
671,63.12738,0.002971259
672,63.26074,0.001599921
673,63.39451,0.002559873
674,63.52744,0.001599862
675,63.66079,0.001600005
676,63.79605,0.002036346
677,63.92892,0.002240021
678,64.0743,0.001600073
679,64.19584,0.003520161
680,64.32988,0.001600035
681,64.46323,0.002133329
682,64.59806,0.002800014
683,64.61912,0.002200101
684,64.73225,0.002200101
686,64.86561,0.002666687
688,64.9977,0.002800014
689,65.13211,0.002400034
691,65.26446,0.003400003
693,65.39573,0.003039987
694,65.53294,0.002559995
695,65.6673,0.002799976
698,65.79765,0.002799976
700,65.93602,0.002799976
701,66.06737,0.002399856
703,66.20413,0.001599904
704,66.20814,0.002492459
706,66.33099,0.002492459
708,66.47037,0.002472757
709,66.59871,0.004509048
710,66.73106,0.004307584
711,66.86542,0.003999878
712,67.00201,0.003519856
714,67.14139,0.001599768
715,67.15441,0.002285775
716,67.26471,0.002285775
717,67.41611,0.00160006
722,67.53342,0.001600073
723,67.67279,0.004533388
724,67.79913,0.002400059
725,67.93248,0.001600037
726,68.06583,0.002133295
727,68.19919,0.003200063
728,68.33154,0.008800098
729,68.4669,0.003199956
730,68.60326,0.003999878
731,68.7326,0.002338428
732,68.86698,0.002799899
733,69.00032,0.006399683
734,69.13367,0.003199943
735,69.26703,0.002559934
736,69.40138,0.002560056
737,69.53574,0.002559995
738,69.66809,0.001600073
740,69.80325,0.002971521
741,69.94738,0.002799899
742,70.0687,0.002400059
744,70.20349,0.001599942
746,70.33986,0.00160003
748,70.47321,0.001600045
749,70.47722,0.003199994
751,70.60229,0.003199994
752,70.6043,0.002400059
753,70.73573,0.002400059
754,70.89419,0.002199986
757,71.00513,0.005923364
758,71.00914,0.0041143
759,71.13848,0.0041143
760,71.1455,0.003199943
761,71.27084,0.003199943
762,71.40469,0.002799976
764,71.53756,0.002285601
766,71.67091,0.002200101
767,71.80442,0.002666789
768,71.95882,0.002666721
771,72.07162,0.002666721
773,72.20699,0.002643573
774,72.21049,0.00240011
776,72.33784,0.00240011
777,72.46918,0.002080095
778,72.60444,0.001600073
779,72.73628,0.002036415
780,72.87164,0.002453344
781,73.00828,0.002080095
783,73.16227,0.003040139
785,73.27457,0.003007979
787,73.40381,0.003547909
788,73.53917,0.005440086
790,73.67203,0.005333442
792,73.80839,0.007709111
793,73.81641,0.004463169
795,73.94476,0.004463169
796,73.94675,0.00352008
798,74.08713,0.00352008
800,74.20683,0.002338451
802,74.34418,0.003569136
804,74.47654,0.003555515
805,74.60588,0.002399957
806,74.73923,0.005759959
808,74.8761,0.007600043
810,75.0054,0.002199986
811,75.15479,0.004799958
813,75.27361,0.001837805
815,75.40946,0.002559934
817,75.54282,0.003890423
820,75.67316,0.003360093
822,75.80842,0.002560026
823,75.81343,0.003520161
825,75.94141,0.003428598
826,76.09632,0.001599986
827,76.21815,0.002559873
828,76.34298,0.001600073
829,76.47536,0.002199986
830,76.61269,0.001599986
832,76.74554,0.00159989
834,76.8779,0.005257122
837,77.00975,0.004928104
844,77.54369,0.004666753
845,77.67402,0.00407272
846,77.80837,0.002559873
847,77.94588,0.002799861
849,78.07723,0.002560056
850,78.21008,0.003040048
851,78.34795,0.002199948
853,78.47729,0.002909113
856,78.61115,0.002200024
857,78.75202,0.002559995
858,78.87635,0.003200096
860,79.01122,0.004000069
863,79.14807,0.005000033
865,79.28193,0.003077064
867,79.41077,0.002666687
869,79.54513,0.002472785
870,79.54764,0.0031159
871,79.67799,0.0031159
872,79.81184,0.001600035
873,79.94419,0.002285732
874,80.07855,0.003200146
875,80.2114,0.00365731
876,80.34626,0.003200045
877,80.47832,0.003269662
878,80.61166,0.00567282
879,80.75445,0.003733504
880,80.87778,0.003657136
881,81.01263,0.004088805
882,81.146,0.002285645
883,81.28786,0.002852145
884,81.41249,0.004027644
885,81.54634,0.003466647
886,81.54985,0.003360032
887,81.67921,0.003360032
889,81.81155,0.001599997
890,81.94791,0.001599972
891,81.95092,0.001600073
892,82.10032,0.002559873
895,82.21964,0.002559873
897,82.34759,0.002666551
899,82.48044,0.002971172
900,82.6173,0.002285557
901,82.74735,0.001599951
902,82.88071,0.001600073
903,83.01605,0.001600073
904,83.1474,0.001600073
905,83.28176,0.00159999
906,83.42515,0.001599951
907,83.54904,0.001600073
908,83.68189,0.001599997
909,83.81575,0.002285732
910,83.9501,0.002399957
911,84.08347,0.00219991
912,84.21482,0.001599972
913,84.34766,0.001599959
914,84.49606,0.002559873
915,84.49957,0.001599844
916,84.61638,0.001599844
917,84.75124,0.002559995
920,84.8861,0.002311121
922,85.01646,0.005000134
923,85.1488,0.001600073
924,85.28516,0.001600022
926,85.41651,0.001599921
928,85.5649,0.001599972
930,85.69024,0.001599972
933,85.81757,0.003199977
935,85.95684,0.002713088
936,86.08418,0.003007991
937,86.21653,0.003306655
938,86.36141,0.004159885
939,86.48575,0.007999755
940,86.62411,0.004533337
942,86.75146,0.00159987
943,86.89282,0.001599972
944,87.02419,0.004160007
945,87.15151,0.004799991
946,87.28487,0.005333272
947,87.41924,0.004533236
948,87.5616,0.004399973
949,87.68694,0.003428467
950,87.8193,0.001600053
951,87.95264,0.001600043
952,88.087,0.001600012
953,88.21936,0.003200045
954,88.35301,0.002400059
955,88.48887,0.00411443
956,88.61972,0.002560087
957,88.7526,0.00480022
958,88.88546,0.002199872
959,89.02032,0.003452597
961,89.15618,0.003452597
963,89.29066,0.002472702
964,89.29366,0.001599972
965,89.42102,0.001599972
966,89.55495,0.002666653
967,89.6888,0.003199994
968,89.82115,0.002057121
969,89.95551,0.001600056
970,90.09087,0.001600073
971,90.24026,0.002666653
973,90.35507,0.003657267
975,90.48993,0.00407272
977,90.64083,0.003345441
978,90.75564,0.003520039
979,90.88899,0.002080004
980,91.02034,0.002800014
981,91.1557,0.002285819
982,91.30409,0.003733335
983,91.42341,0.003466749
984,91.55978,0.004800181
986,91.69313,0.002399957
988,91.82448,0.002560117
991,91.95859,0.001600073
994,92.09094,0.002560117
995,92.22279,0.002666687
996,92.35629,0.00297139
997,92.48898,0.003123735
998,92.62534,0.002799899
999,92.75568,0.00279995
1000,92.91255,0.002971477
1001,93.02686,0.003815231
1002,93.15922,0.002863161
1004,93.29838,0.002999928
1007,93.43825,0.003076947
1009,93.55757,0.003520039
1010,93.69747,0.00400003
1013,93.82732,0.004533388
1014,93.83784,0.003965173
1015,93.96318,0.003965173
1018,94.0932,0.006277069
1020,94.22655,0.006080095
1022,94.37749,0.002472674
1023,94.49281,0.002560117
1025,94.62615,0.002285819
1027,94.76352,0.005120112
1028,94.77655,0.004235452
1030,94.89286,0.004235452
1031,95.02823,0.008000162
1032,95.04226,0.00444458
1033,95.15957,0.00444458
1035,95.30158,0.004800192
1036,95.43092,0.003446265
1038,95.55928,0.003077064
1039,95.71735,0.00261063
1043,95.82664,0.002799957
1044,95.9686,0.002133346
1045,95.98063,0.001599942
1047,96.09293,0.001599942
1049,96.24232,0.001600073
1052,96.36665,0.001600073
1054,96.493,0.001600073
1055,96.62836,0.001600073
1056,96.76772,0.003999878
1059,96.9121,0.002399907
1060,96.92413,0.002666721
1063,97.03242,0.002666721
1065,97.16177,0.001955589
1066,97.29411,0.00196918
1067,97.43599,0.001969274
1067,97.43599,0.001969274
1070,97.56278,0.002707769
1071,97.69513,0.001920047
1072,97.83501,0.002133228
1074,97.96334,0.001599982
1076,98.10014,0.002240042
1078,98.24368,0.002879989
1079,98.365,0.002105311
1081,98.50191,0.002133363
1084,98.63226,0.002017417
1085,98.63477,0.002447063
1086,98.76913,0.002879928
1087,98.89647,0.001600073
1089,99.03084,0.001600073
1090,99.16418,0.00159987
1091,99.29619,0.00159987
1092,99.43305,0.001599951
1093,99.57242,0.002559934
1094,99.69618,0.003815395
1095,99.83159,0.002285732
1096,99.96493,0.001599982
1097,100.0987,0.003657179
1098,100.233,0.002799976
1099,100.3644,0.002799899
1100,100.4967,0.003199892
1101,100.6331,0.002472729
1102,100.6431,0.002909141
1103,100.7654,0.002909141
1104,100.7685,0.00400003
1105,100.9017,0.003200045
1107,101.0308,0.00160003
1108,101.0389,0.001599997
1110,101.1662,0.003733301
1111,101.3009,0.001600073
1112,101.4403,0.002666789
1113,101.5667,0.001600073
1116,101.7,0.001600073
1119,101.8464,0.001600073
1121,102.1007,0.001599972
1122,102.2341,0.001600073
1123,102.3664,0.001600073
1124,102.5118,0.001600073
1125,102.6352,0.004000183
1126,102.7665,0.001599921
1127,102.9009,0.001599921
