"Session","StartTime","EndTime"
"RestingBaseline",2018-09-06 13:06:56,2018-09-06 13:11:00
"BaselineWriting",2018-09-06 13:11:38,2018-09-06 13:16:38
"StressCondition",2018-09-06 13:17:17,2018-09-06 13:22:17
"DualTask",2018-09-06 13:25:37,2018-09-06 14:15:37
"Presentation",2018-09-06 14:24:39,2018-09-06 14:27:37
