"Session","StartTime","EndTime"
"RestingBaseline",2018-08-01 13:44:37,2018-08-01 13:47:33
"BaselineWriting",2018-08-01 13:48:07,2018-08-01 13:53:07
"StressCondition",2018-08-01 13:56:02,2018-08-01 14:01:02
"DualTask",2018-08-01 14:01:40,2018-08-01 14:51:40
"Presentation",2018-08-01 14:59:36,2018-08-01 15:04:07
