"Session","StartTime","EndTime"
"RestingBaseline",2018-09-05 15:43:20,2018-09-05 15:47:34
"BaselineWriting",2018-09-05 15:48:13,2018-09-05 15:53:13
"StressCondition",2018-09-05 15:53:38,2018-09-05 15:58:38
"DualTask",2018-09-05 16:01:12,2018-09-05 16:51:12
"Presentation",2018-09-05 16:59:37,2018-09-05 17:01:18
