"Session","StartTime","EndTime"
"RestingBaseline",2018-07-26 13:59:15,2018-07-26 14:03:36
"BaselineWriting",2018-07-26 14:04:56,2018-07-26 14:09:56
"StressCondition",2018-07-26 14:10:53,2018-07-26 14:15:53
"DualTask",2018-07-26 14:19:30,2018-07-26 15:09:30
"Presentation",2018-07-26 15:21:26,2018-07-26 15:23:10
