Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,2.677867,Wed Aug 01 10:44:51.413 2018,143.4449,Wed Aug 01 10:47:12.180 2018
Session 2,4664.586,Wed Aug 01 12:02:33.321 2018,4914.036,Wed Aug 01 12:06:42.771 2018
