Frame#,Time,Timestamp,ROI,Breathing
0,0,Wed Aug 01 10:44:48.735 2018,31.63731,-1
4,0.6010404,Wed Aug 01 10:44:49.336 2018,31.79459,-1
5,0.7906551,Wed Aug 01 10:44:49.526 2018,31.8627,-1
6,1.069805,Wed Aug 01 10:44:49.805 2018,31.82479,-1
7,1.328195,Wed Aug 01 10:44:50.064 2018,31.77996,-1
8,1.551597,Wed Aug 01 10:44:50.287 2018,31.77123,-1
9,1.776994,Wed Aug 01 10:44:50.512 2018,31.70334,-1
10,2.046306,Wed Aug 01 10:44:50.782 2018,31.74117,-1
11,2.288627,Wed Aug 01 10:44:51.024 2018,31.64636,-1
12,2.677867,Wed Aug 01 10:44:51.413 2018,31.59345,-1
13,2.875339,Wed Aug 01 10:44:51.611 2018,31.6846,-1
14,3.063835,Wed Aug 01 10:44:51.799 2018,31.65738,-1
15,3.247344,Wed Aug 01 10:44:51.983 2018,31.6178,-1
16,3.402928,Wed Aug 01 10:44:52.138 2018,31.67121,-1
17,3.551531,Wed Aug 01 10:44:52.287 2018,31.60826,-1
18,3.782913,Wed Aug 01 10:44:52.518 2018,31.7586,-1
19,3.928523,Wed Aug 01 10:44:52.664 2018,31.7984,-1
20,4.103785,Wed Aug 01 10:44:52.839 2018,31.78899,-1
21,4.345138,Wed Aug 01 10:44:53.080 2018,31.68143,-1
22,4.499726,Wed Aug 01 10:44:53.235 2018,31.64371,-1
23,4.688551,Wed Aug 01 10:44:53.424 2018,31.68267,-1
24,4.93252,Wed Aug 01 10:44:53.668 2018,31.70583,-1
25,5.086224,Wed Aug 01 10:44:53.822 2018,31.73751,-1
26,5.239814,Wed Aug 01 10:44:53.975 2018,31.9107,-1
27,5.383428,Wed Aug 01 10:44:54.119 2018,31.94137,-1
28,5.539011,Wed Aug 01 10:44:54.274 2018,31.84783,-1
29,5.684623,Wed Aug 01 10:44:54.420 2018,31.84254,-1
30,5.836217,Wed Aug 01 10:44:54.572 2018,31.83297,-1
31,6.078569,Wed Aug 01 10:44:54.814 2018,31.65195,-1
32,6.225178,Wed Aug 01 10:44:54.961 2018,31.61418,-1
33,6.373038,Wed Aug 01 10:44:55.108 2018,31.59892,-1
34,6.622371,Wed Aug 01 10:44:55.358 2018,31.67349,-1
35,6.771973,Wed Aug 01 10:44:55.507 2018,31.64161,-1
36,7.020307,Wed Aug 01 10:44:55.756 2018,31.53275,-1
37,7.169909,Wed Aug 01 10:44:55.905 2018,31.52614,-1
38,7.439187,Wed Aug 01 10:44:56.175 2018,31.66374,-1
39,7.675555,Wed Aug 01 10:44:56.411 2018,31.64598,-1
40,7.829144,Wed Aug 01 10:44:56.565 2018,31.62359,-1
41,8.083466,Wed Aug 01 10:44:56.819 2018,31.79581,-1
42,8.229999,Wed Aug 01 10:44:56.965 2018,31.78631,-1
43,8.384585,Wed Aug 01 10:44:57.120 2018,31.77346,-1
44,8.630927,Wed Aug 01 10:44:57.366 2018,31.77568,-1
45,8.778532,Wed Aug 01 10:44:57.514 2018,31.73445,-1
46,9.029861,Wed Aug 01 10:44:57.765 2018,31.73931,-1
47,9.270279,Wed Aug 01 10:44:58.006 2018,31.73718,-1
48,9.424176,Wed Aug 01 10:44:58.160 2018,31.74518,-1
49,9.582754,Wed Aug 01 10:44:58.318 2018,31.71753,-1
50,9.825613,Wed Aug 01 10:44:58.561 2018,31.73923,-1
51,9.975212,Wed Aug 01 10:44:58.711 2018,31.75169,-1
52,10.22022,Wed Aug 01 10:44:58.956 2018,31.73063,-1
53,10.37006,Wed Aug 01 10:44:59.105 2018,31.67506,-1
54,10.61341,Wed Aug 01 10:44:59.349 2018,31.57284,-1
55,10.766,Wed Aug 01 10:44:59.501 2018,31.57884,-1
56,11.02033,Wed Aug 01 10:44:59.756 2018,31.68925,-1
57,11.17391,Wed Aug 01 10:44:59.909 2018,31.70512,-1
58,11.41826,Wed Aug 01 10:45:00.154 2018,31.80431,-1
59,11.56886,Wed Aug 01 10:45:00.304 2018,31.82923,-1
60,11.71447,Wed Aug 01 10:45:00.450 2018,31.86156,-1
61,11.96481,Wed Aug 01 10:45:00.700 2018,31.85665,-1
62,12.21633,Wed Aug 01 10:45:00.952 2018,31.75933,-1
63,12.36892,Wed Aug 01 10:45:01.104 2018,31.77617,-1
64,12.61943,Wed Aug 01 10:45:01.355 2018,31.88642,-1
65,12.77003,Wed Aug 01 10:45:01.505 2018,31.8723,-1
66,12.91863,Wed Aug 01 10:45:01.654 2018,31.83413,-1
67,13.16398,Wed Aug 01 10:45:01.899 2018,31.79099,-1
68,13.30859,Wed Aug 01 10:45:02.044 2018,31.79895,-1
69,13.57039,Wed Aug 01 10:45:02.306 2018,31.86254,-1
70,13.81972,Wed Aug 01 10:45:02.555 2018,31.78702,-1
71,13.97431,Wed Aug 01 10:45:02.710 2018,31.79498,-1
72,14.22265,Wed Aug 01 10:45:02.958 2018,31.92407,-1
73,14.37723,Wed Aug 01 10:45:03.113 2018,31.87896,-1
74,14.53381,Wed Aug 01 10:45:03.269 2018,31.82758,-1
75,14.77816,Wed Aug 01 10:45:03.514 2018,31.79038,-1
76,15.02755,Wed Aug 01 10:45:03.763 2018,31.77503,-1
77,15.18613,Wed Aug 01 10:45:03.921 2018,31.74464,-1
78,15.37793,Wed Aug 01 10:45:04.113 2018,31.67939,-1
79,15.5405,Wed Aug 01 10:45:04.276 2018,31.67451,-1
80,15.6871,Wed Aug 01 10:45:04.422 2018,31.6355,-1
81,15.83571,Wed Aug 01 10:45:04.571 2018,31.74431,-1
82,16.10425,Wed Aug 01 10:45:04.840 2018,31.77275,-1
83,16.35159,Wed Aug 01 10:45:05.087 2018,31.8049,-1
84,16.50617,Wed Aug 01 10:45:05.242 2018,31.70395,-1
85,16.76348,Wed Aug 01 10:45:05.499 2018,31.66869,-1
86,16.90909,Wed Aug 01 10:45:05.644 2018,31.79381,-1
87,17.10571,Wed Aug 01 10:45:05.841 2018,31.79012,-1
88,17.25921,Wed Aug 01 10:45:05.995 2018,31.82407,-1
89,17.4128,Wed Aug 01 10:45:06.148 2018,31.86585,-1
