SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2018,06,28,57396447,192,System,Diagnosis,0,Self Test Event - Results: Current battery level (%) 0 (UNTESTED) Breathing Sensor Test Result 0 (UNTESTED) Accelerometer Test Result 1 (PASS) Logging Memory Test Result 1 (PASS) Bluetooth Module Test Result 0 (UNTESTED) Apple Authentication Test Result 0 (UNTESTED) Reserved for Test 6 0 (UNTESTED) Reserved for Test 7 0 (UNTESTED) Reserved for Test 8 0 (UNTESTED) Reserved for Test 9 0 (UNTESTED) 
0,2018,06,28,57440193,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,28,57441072,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,06,28,57449072,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,28,57450071,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2018,06,28,57452072,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,28,57453071,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,06,28,57453071,4416,Physiological,DashAlgorithm,0,40 Yard Dash Test Detected - Activity 0.68g
0,2018,06,28,57465087,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,28,57465459,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,28,57471072,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,06,28,57517527,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,28,57518071,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,28,57518072,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,28,57519071,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,06,28,57524203,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,28,57525071,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,28,57525571,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,28,57526071,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,06,28,57551071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,06,28,57875070,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,06,28,62646071,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,06,28,63139072,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,06,28,63156072,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,06,28,63163353,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,06,28,63164073,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,06,28,63164073,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,06,28,63166874,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,06,28,63167074,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,06,28,63169697,64,System,Button,0,
0,2018,06,28,63172072,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
