1531868851.000000, 1531868851.000000, 1531868851.000000
32.000000, 32.000000, 32.000000
-41,3,50
-42,3,49
-42,4,49
-42,4,49
-40,4,51
-40,3,51
-38,2,52
-37,1,52
-31,-1,53
-30,0,54
-32,1,54
-36,2,53
-37,2,52
-35,1,53
-34,1,54
-34,1,54
-33,1,53
-33,1,54
-34,1,54
-34,1,54
-34,1,53
-33,1,54
-33,1,54
-33,0,54
-33,1,54
-34,1,54
-34,1,54
-33,1,54
-33,1,53
-33,1,53
-35,1,53
-35,1,53
-35,1,54
-34,1,54
-34,1,53
-33,0,53
-33,1,54
-35,1,53
-35,1,54
-34,1,53
-35,1,53
-34,1,53
-33,0,53
-34,1,53
-36,2,53
-37,1,53
-32,3,53
-29,3,55
-33,0,54
-32,1,54
-32,1,55
-35,1,54
-31,-1,54
-32,2,56
-31,0,54
-31,0,55
-32,1,54
-32,1,55
-32,1,55
-32,1,56
-31,1,55
-31,1,56
-31,1,56
-33,1,54
-33,2,54
-32,1,55
-31,1,55
-30,1,55
-32,1,55
-32,2,54
-32,1,55
-32,1,55
-31,1,55
-31,1,55
-32,1,55
-32,1,55
-32,1,55
-31,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,54
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-31,1,55
-31,1,55
-32,2,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-32,1,55
-31,1,55
-32,1,55
-31,1,55
-31,2,55
-32,1,55
-32,2,55
-31,1,55
-32,1,55
-32,2,55
-31,1,55
-31,1,55
-32,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-32,1,55
-32,1,55
-32,1,55
-31,1,55
-31,1,55
-32,1,55
-31,1,55
-31,1,55
-32,1,55
-32,2,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,56
-31,1,56
-31,1,56
-31,1,56
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-31,1,55
-30,1,56
-31,1,55
-30,1,55
-31,1,55
-30,1,56
-30,1,56
-31,1,55
-31,1,56
-31,1,56
-30,1,56
-31,1,55
-31,1,55
-31,1,56
-31,1,56
-31,1,55
-31,1,55
-30,1,55
-30,1,55
-31,2,56
-31,1,56
-32,2,57
-31,4,60
-30,2,62
-16,2,66
-13,-2,66
-16,-5,62
-10,-9,61
-8,-9,58
-13,-11,52
-17,-13,51
-27,-8,49
-38,-5,51
-34,-4,52
-29,-3,49
-37,-2,53
-50,0,60
-40,-3,59
-26,-4,58
-24,-2,58
-24,-3,57
-14,-4,63
-16,-5,61
-18,-5,59
-15,-5,62
-14,-5,62
-19,-5,60
-20,-5,60
-20,-5,58
-19,-5,57
-18,-7,56
-14,-4,58
-15,0,65
-20,1,63
-18,1,61
-25,3,60
-32,2,59
-33,5,57
-35,3,55
-30,1,52
-36,-1,51
-41,-1,49
-44,-3,45
-47,-3,44
-46,-2,41
-48,-1,40
-49,-1,41
-50,1,42
-50,0,41
-50,1,41
-50,0,39
-51,1,38
-51,2,39
-50,2,38
-51,2,38
-52,2,37
-54,2,35
-55,3,35
-53,2,34
-54,3,35
-53,2,35
-53,2,36
-52,2,36
-54,3,34
-56,1,31
-54,1,34
-52,0,35
-54,0,34
-53,2,35
-54,2,35
-52,2,36
-53,2,35
-54,1,34
-52,0,34
-56,-1,29
-57,2,32
-56,4,34
-58,4,30
-54,2,33
-54,1,32
-56,1,31
-55,1,31
-55,2,33
-55,2,34
-56,2,33
-56,3,33
-59,3,29
-49,2,40
-47,0,41
-45,-1,42
-46,0,43
-45,2,46
-47,2,43
-47,1,41
-48,2,42
-49,2,42
-50,2,40
-47,1,42
-46,1,45
-46,1,44
-47,1,43
-48,1,43
-47,2,43
-47,2,43
-47,2,43
-47,1,43
-46,1,45
-46,1,45
-46,1,44
-47,1,44
-47,1,43
-47,1,43
-47,1,44
-47,1,44
-46,1,44
-47,1,44
-47,1,44
-46,1,44
-46,1,44
-47,1,44
-47,1,44
-46,1,43
-47,1,44
-46,1,44
-47,1,44
-47,1,44
-47,1,44
-46,1,44
-46,1,44
-46,1,44
-47,1,44
-47,1,44
-46,1,44
-46,1,44
-46,1,44
-47,1,45
-46,1,44
-46,1,44
-47,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-47,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-47,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,45
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-45,1,45
-46,1,45
-46,2,44
-47,2,44
-46,1,44
-46,1,44
-46,1,44
-46,2,44
-46,2,44
-46,2,44
-46,1,44
-46,1,44
-46,1,44
-46,2,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-45,1,45
-46,1,45
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,45
-46,1,44
-46,1,45
-46,1,45
-46,1,44
-46,1,44
-46,2,45
-46,2,45
-45,1,45
-46,1,44
-46,1,44
-45,2,44
-46,1,44
-45,1,45
-46,2,45
-45,2,44
-45,1,44
-46,1,44
-46,2,44
-46,2,44
-46,2,44
-46,2,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,45
-46,2,44
-46,2,44
-46,2,44
-46,2,44
-46,1,44
-46,2,44
-47,1,44
-47,1,44
-46,2,44
-46,2,45
-46,1,44
-46,2,44
-46,1,44
-46,1,44
-47,1,44
-46,2,44
-46,2,44
-46,2,44
-46,1,44
-45,2,44
-46,1,44
-46,1,44
-46,2,44
-46,2,44
-46,2,44
-46,1,44
-46,2,45
-46,1,44
-46,2,44
-46,2,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-46,2,44
-46,2,45
-46,2,44
-46,2,44
-46,1,45
-46,1,43
-47,1,43
-46,2,45
-47,1,45
-46,1,44
-47,1,44
-47,2,44
-46,1,44
-46,2,45
-46,1,44
-46,1,44
-46,1,44
-46,1,44
-47,1,43
-48,0,43
-47,1,44
-45,2,45
-46,3,45
-46,2,45
-47,1,44
-47,0,43
-47,0,42
-47,1,43
-47,2,44
-46,1,44
-46,2,45
-46,2,44
-46,2,45
-46,2,44
-46,2,45
-46,2,44
-46,2,44
-46,1,44
-47,0,44
-47,0,44
-46,2,43
-47,2,44
-45,2,45
-45,2,45
