Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,3.281227,Wed Jul 18 10:51:00.000 2018,3.881621,Wed Jul 18 10:54:00.000 2018
Session 2,486.8463,Wed Jul 18 12:12:42.895 2018,627.1531,Wed Jul 18 12:15:03.201 2018
