"Session","StartTime","EndTime"
"RestingBaseline",2018-07-03 10:44:47,2018-07-03 10:48:49
"BaselineWriting",2018-07-03 10:49:35,2018-07-03 10:54:35
"StressCondition",2018-07-03 10:58:14,2018-07-03 11:03:14
"DualTask",2018-07-03 11:04:52,2018-07-03 11:54:52
"Presentation",2018-07-03 12:03:54,2018-07-03 12:07:22
