Time,Timestamp,LeftClick,RightClick,LeftSide,RightSide
3.256,Tue Jul 03 03:40:42.551 2018,0,0,0,0,
3.262,Tue Jul 03 03:40:42.557 2018,0,0,0,0,
3.269,Tue Jul 03 03:40:42.564 2018,0,0,0,0,
3.276,Tue Jul 03 03:40:42.570 2018,0,0,0,0,
3.282,Tue Jul 03 03:40:42.576 2018,0,0,0,0,
3.297,Tue Jul 03 03:40:42.592 2018,0,0,0,0,
3.303,Tue Jul 03 03:40:42.598 2018,0,0,0,0,
3.311,Tue Jul 03 03:40:42.605 2018,0,0,0,0,
3.317,Tue Jul 03 03:40:42.612 2018,0,0,0,0,
3.336,Tue Jul 03 03:40:42.630 2018,0,0,0,0,
3.34,Tue Jul 03 03:40:42.635 2018,0,0,0,0,
3.356,Tue Jul 03 03:40:42.650 2018,0,0,0,0,
3.36,Tue Jul 03 03:40:42.654 2018,0,0,0,0,
3.371,Tue Jul 03 03:40:42.665 2018,0,0,0,0,
3.378,Tue Jul 03 03:40:42.673 2018,0,0,0,0,
3.389,Tue Jul 03 03:40:42.684 2018,0,0,0,0,
3.399,Tue Jul 03 03:40:42.694 2018,0,0,0,0,
3.406,Tue Jul 03 03:40:42.700 2018,0,0,0,0,
3.424,Tue Jul 03 03:40:42.719 2018,0,1,0,0,
3.438,Tue Jul 03 03:40:42.733 2018,0,1,0,0,
3.447,Tue Jul 03 03:40:42.742 2018,0,1,0,0,
3.458,Tue Jul 03 03:40:42.753 2018,0,1,0,0,
3.467,Tue Jul 03 03:40:42.762 2018,0,1,0,0,
3.482,Tue Jul 03 03:40:42.777 2018,0,1,0,0,
3.488,Tue Jul 03 03:40:42.783 2018,0,1,0,0,
3.501,Tue Jul 03 03:40:42.795 2018,0,1,0,0,
3.507,Tue Jul 03 03:40:42.802 2018,0,1,0,0,
3.526,Tue Jul 03 03:40:42.821 2018,0,1,0,0,
3.531,Tue Jul 03 03:40:42.826 2018,0,1,0,0,
3.538,Tue Jul 03 03:40:42.833 2018,0,1,0,0,
3.548,Tue Jul 03 03:40:42.843 2018,0,1,0,0,
3.559,Tue Jul 03 03:40:42.854 2018,0,1,0,0,
3.569,Tue Jul 03 03:40:42.864 2018,0,1,0,0,
3.578,Tue Jul 03 03:40:42.873 2018,0,1,0,0,
3.59,Tue Jul 03 03:40:42.885 2018,0,1,0,0,
3.6,Tue Jul 03 03:40:42.895 2018,0,1,0,0,
3.614,Tue Jul 03 03:40:42.909 2018,0,1,0,0,
3.618,Tue Jul 03 03:40:42.913 2018,0,1,0,0,
3.634,Tue Jul 03 03:40:42.929 2018,0,1,0,0,
3.639,Tue Jul 03 03:40:42.934 2018,0,1,0,0,
