"Session","StartTime","EndTime"
"RestingBaseline",2018-06-28 13:27:03,2018-06-28 13:31:02
"BaselineWriting",2018-06-28 13:32:17,2018-06-28 13:37:17
"StressCondition",2018-06-28 13:39:44,2018-06-28 13:44:44
"DualTask",2018-06-28 13:45:32,2018-06-28 14:35:32
"Presentation",2018-06-28 14:45:01,2018-06-28 14:46:40
