Time,RtoR
17/07/2018 10:11:28.410,731
,31819
,193
,340
,130
,219
,253
,224
,228
,1792
,239
,195
,305
,339
,454
,208
,627
,163
,301
,224
,207
,190
,265
,309
,270
,182
,486
,351
,293
,97
,288
,10590
,445
,447
,448
,447
,446
,897
,447
,449
,447
,449
,452
,449
,450
,456
,455
,458
,452
,459
,456
,453
,454
,455
,455
,454
,451
,452
,450
,447
,448
,447
,446
,447
,446
,451
,451
,452
,449
,451
,455
,455
,452
,449
,450
,448
,448
,443
,445
,444
,442
,444
,444
,446
,446
,443
,446
,446
,444
,450
,448
,450
,450
,449
,450
,447
,446
,448
,898
,444
,449
,445
,446
,443
,448
,444
,448
,447
,447
,444
,444
,441
,444
,440
,443
,444
,446
,444
,447
,448
,449
,444
,447
,449
,444
,441
,443
,441
,440
,881
,437
,435
,441
,436
,436
,435
,434
,436
,435
,435
,438
,437
,437
,438
,438
,437
,436
,438
,440
,436
,438
,443
,438
,441
,442
,444
,442
,440
,444
,440
,442
,444
,442
,443
,444
,447
,449
,442
,447
,442
,444
,442
,441
,439
,442
,444
,447
,445
,449
,449
,445
,449
,448
,449
,447
,447
,443
,443
,447
,442
,448
,448
,449
,450
,453
,455
,456
,448
,452
,453
,455
,452
,449
,450
,453
,450
,450
,452
,449
,456
,458
,459
,454
,459
,457
,456
,452
,453
,453
,449
,447
,450
,450
,453
,450
,448
,450
,453
,452
,454
,451
,456
,457
,460
,460
,460
,462
,465
,459
,461
,461
,460
,454
,458
,458
,459
,459
,454
,458
,456
,458
,461
,461
,465
,464
,467
,465
,462
,463
,461
,461
,457
,459
,462
,457
,459
,461
,463
,464
,462
,464
,461
,467
,466
,470
,467
,470
,474
,461
,470
,473
,468
,461
,462
,462
,455
,454
,455
,454
,452
,452
,454
,457
,453
,452
,457
,461
,474
,488
,491
,502
,493
,488
,496
,495
,494
,488
,485
,484
,479
,474
,467
,465
,468
,468
,466
,464
,465
,459
,459
,457
,455
,456
,456
,455
,451
,455
,458
,456
,457
,463
,470
,474
,474
,466
,472
,469
,470
,473
,475
,471
,471
,464
,468
,461
,465
,463
,468
,469
,470
,473
,474
,470
,476
,475
,465
,471
,466
,474
,474
,480
,482
,479
,481
,477
,476
,475
,472
,472
,468
,471
,470
,470
,475
,476
,483
,487
,481
,481
,482
,486
,491
,512
,506
,494
,494
,498
,501
,497
,487
,486
,486
,488
,488
,484
,479
,484
,494
,499
,501
,496
,500
,507
,508
,506
,499
,493
,500
,501
,503
,500
,495
,501
,508
,508
,503
,493
,493
,497
,497
,504
,507
,500
,499
,506
,515
,508
,516
,506
,505
,511
,512
,505
,495
,490
,485
,494
,497
,496
,498
,499
,509
,507
,510
,512
,504
,508
,513
,511
,511
,510
,508
,500
,500
,503
,506
,509
,508
,515
,501
,501
,507
,513
,520
,520
,513
,507
,510
,508
,513
,517
,510
,501
,505
,504
,506
,507
,507
,500
,500
,507
,507
,516
,516
,509
,504
,513
,512
,510
,509
,504
,507
,512
,513
,512
,504
,503
,509
,508
,508
,509
,505
,502
,507
,509
,506
,510
,503
,497
,497
,506
,505
,511
,510
,503
,500
,505
,504
,503
,508
,502
,497
,493
,498
,500
,502
,504
,498
,491
,494
,493
,495
,496
,495
,499
,502
,503
,502
,497
,495
,500
,500
,505
,504
,504
,501
,499
,502
,508
,505
,506
,500
,504
,506
,509
,506
,506
,508
,499
,503
,501
,506
,501
,504
,512
,513
,510
,503
,504
,504
,506
,498
,497
,500
,501
,493
,491
,490
,493
,492
,489
,488
,501
,500
,495
,495
,490
,493
,487
