Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,3064.261,Tue Sep 04 15:38:31.476 2018,3064.261,Tue Sep 04 15:38:31.476 2018
Session 2,3258.842,Tue Sep 04 15:41:46.057 2018,3544.908,Tue Sep 04 15:46:32.123 2018
