"Session","StartTime","EndTime"
"RestingBaseline",2018-07-17 16:11:48,2018-07-17 16:14:42
"BaselineWriting",2018-07-17 16:16:11,2018-07-17 16:21:11
"StressCondition",2018-07-17 16:21:57,2018-07-17 16:26:57
"DualTask",2018-07-17 16:28:21,2018-07-17 17:18:21
"Presentation",2018-07-17 17:27:03,2018-07-17 17:31:20
