"Session","StartTime","EndTime"
"RestingBaseline",2018-06-26 15:43:36,2018-06-26 15:47:48
"BaselineWriting",2018-06-26 15:48:50,2018-06-26 15:53:50
"StressCondition",2018-06-26 15:56:52,2018-06-26 16:01:52
"DualTask",2018-06-26 16:02:48,2018-06-26 16:52:48
"Presentation",2018-06-26 17:01:30,2018-06-26 17:04:18
