"Session","StartTime","EndTime"
"RestingBaseline",2018-06-27 14:15:41,2018-06-27 14:20:25
"BaselineWriting",2018-06-27 14:22:19,2018-06-27 14:27:19
"StressCondition",2018-06-27 14:28:24,2018-06-27 14:33:24
"DualTask",2018-06-27 14:35:26,2018-06-27 15:25:26
"Presentation",2018-06-27 15:35:19,2018-06-27 15:38:51
