"Session","StartTime","EndTime"
"RestingBaseline",2018-06-27 13:06:39,2018-06-27 13:10:38
"BaselineWriting",2018-06-27 13:11:25,2018-06-27 13:16:25
"StressCondition",2018-06-27 13:19:22,2018-06-27 13:24:22
"DualTask",2018-06-27 13:25:25,2018-06-27 14:15:25
"Presentation",2018-06-27 14:28:33,2018-06-27 14:32:34
