#KeystrokeID,Time,Timestamp,IsKeyDown,Key
0,458.285,Wed Jun 27 01:11:30.501 2018,0,LSHIFT
1,458.421,Wed Jun 27 01:11:30.637 2018,0,KEY_T
2,458.485,Wed Jun 27 01:11:30.701 2018,1,LSHIFT
3,458.533,Wed Jun 27 01:11:30.749 2018,1,KEY_T
4,458.565,Wed Jun 27 01:11:30.781 2018,0,KEY_H
5,458.636,Wed Jun 27 01:11:30.853 2018,1,KEY_H
6,459.269,Wed Jun 27 01:11:31.485 2018,0,BACK
7,459.333,Wed Jun 27 01:11:31.549 2018,1,BACK
8,459.445,Wed Jun 27 01:11:31.661 2018,0,BACK
9,459.54,Wed Jun 27 01:11:31.757 2018,1,BACK
10,461.173,Wed Jun 27 01:11:33.389 2018,0,LSHIFT
11,461.301,Wed Jun 27 01:11:33.516 2018,0,KEY_W
12,461.388,Wed Jun 27 01:11:33.604 2018,1,LSHIFT
13,461.428,Wed Jun 27 01:11:33.644 2018,1,KEY_W
14,462.116,Wed Jun 27 01:11:34.333 2018,0,KEY_H
15,462.189,Wed Jun 27 01:11:34.405 2018,1,KEY_H
16,462.253,Wed Jun 27 01:11:34.469 2018,0,KEY_E
17,462.324,Wed Jun 27 01:11:34.541 2018,1,KEY_E
18,462.397,Wed Jun 27 01:11:34.613 2018,0,KEY_N
19,462.476,Wed Jun 27 01:11:34.693 2018,1,KEY_N
20,462.508,Wed Jun 27 01:11:34.725 2018,0,SPACE
21,462.604,Wed Jun 27 01:11:34.821 2018,1,SPACE
22,462.917,Wed Jun 27 01:11:35.132 2018,0,KEY_S
23,463.021,Wed Jun 27 01:11:35.236 2018,1,KEY_S
24,463.052,Wed Jun 27 01:11:35.268 2018,0,KEY_P
25,463.108,Wed Jun 27 01:11:35.324 2018,1,KEY_P
26,463.62,Wed Jun 27 01:11:35.837 2018,0,BACK
27,463.708,Wed Jun 27 01:11:35.925 2018,1,BACK
28,464.013,Wed Jun 27 01:11:36.229 2018,0,BACK
29,464.068,Wed Jun 27 01:11:36.285 2018,1,BACK
30,464.172,Wed Jun 27 01:11:36.389 2018,0,BACK
31,464.244,Wed Jun 27 01:11:36.461 2018,1,BACK
32,464.332,Wed Jun 27 01:11:36.549 2018,0,BACK
33,464.405,Wed Jun 27 01:11:36.621 2018,1,BACK
34,464.492,Wed Jun 27 01:11:36.708 2018,0,BACK
35,464.564,Wed Jun 27 01:11:36.780 2018,1,BACK
36,465.572,Wed Jun 27 01:11:37.789 2018,0,KEY_A
37,465.676,Wed Jun 27 01:11:37.893 2018,1,KEY_A
38,465.757,Wed Jun 27 01:11:37.973 2018,0,KEY_T
39,465.853,Wed Jun 27 01:11:38.069 2018,1,KEY_T
40,465.876,Wed Jun 27 01:11:38.093 2018,0,SPACE
41,465.988,Wed Jun 27 01:11:38.205 2018,1,SPACE
42,466.468,Wed Jun 27 01:11:38.684 2018,0,KEY_T
43,466.556,Wed Jun 27 01:11:38.772 2018,1,KEY_T
44,466.668,Wed Jun 27 01:11:38.885 2018,0,KEY_R
45,466.74,Wed Jun 27 01:11:38.957 2018,1,KEY_R
46,466.828,Wed Jun 27 01:11:39.045 2018,0,KEY_U
47,466.9,Wed Jun 27 01:11:39.117 2018,1,KEY_U
48,467.052,Wed Jun 27 01:11:39.269 2018,0,KEY_L
49,467.116,Wed Jun 27 01:11:39.333 2018,0,KEY_Y
50,467.14,Wed Jun 27 01:11:39.357 2018,1,KEY_L
51,467.213,Wed Jun 27 01:11:39.429 2018,1,KEY_Y
52,467.236,Wed Jun 27 01:11:39.453 2018,0,SPACE
53,467.34,Wed Jun 27 01:11:39.557 2018,1,SPACE
54,467.732,Wed Jun 27 01:11:39.948 2018,0,BACK
55,468.233,Wed Jun 27 01:11:40.449 2018,0,BACK
56,468.265,Wed Jun 27 01:11:40.482 2018,0,BACK
57,468.298,Wed Jun 27 01:11:40.515 2018,0,BACK
58,468.332,Wed Jun 27 01:11:40.548 2018,0,BACK
59,468.364,Wed Jun 27 01:11:40.581 2018,0,BACK
60,468.388,Wed Jun 27 01:11:40.605 2018,1,BACK
61,468.613,Wed Jun 27 01:11:40.829 2018,0,BACK
62,468.668,Wed Jun 27 01:11:40.885 2018,1,BACK
63,468.781,Wed Jun 27 01:11:40.997 2018,0,BACK
64,468.836,Wed Jun 27 01:11:41.053 2018,1,BACK
65,468.932,Wed Jun 27 01:11:41.149 2018,0,BACK
