Time,RtoR
24/07/2018 10:26:45.419,520
,11440
,430
,568
,183
,320
,709
,312
,1000
,1985
,603
,10
,238
,1233
,37
,3107
,350
,82
,1016
,544
,380
,20
,1410
,3128
,451
,1692
,4552
,87
,378
,358
,539
,259
,427
,2370
,1234
,1926
,335
,296
,1239
,654
,656
,26
,1686
,1738
,250
,228
,89
,1077
,959
,443
,20
,358
,631
,86
,839
,187
,271
,120
,366
,147
,452
,190
,249
,216
,145
,268
,248
,450
,40
,391
,1503
,327
,192
,555
,79
,219
,329
,802
,103
,1267
,282
,271
,203
,342
,522
,88
,490
,81
,386
,1411
,609
,254
,234
,233
,158
,319
,202
,163
,250
,264
,322
,321
,200
,283
,173
,581
,482
,404
,228
,400
,167
,164
,274
,987
,848
,202
,1584
,736
,2481
,2418
,1172
,4336
,624
,205
,417
,908
,165
,625
,309
,600
,975
,191
,363
,33
,310
,433
,921
,274
,121
,274
,593
,328
,309
,1258
,560
,695
,630
,627
,628
,643
,672
,687
,708
,740
,766
,768
,748
,749
,731
,736
,750
,745
,707
,699
,694
,680
,682
,690
,678
,688
,700
,718
,732
,738
,737
,722
,517
,297
,380
,45
,318
,583
,708
,711
,713
,720
,316
,414
,725
,719
,719
,724
,742
,731
,732
,727
,718
,701
,712
,714
,725
,730
,722
,719
,713
,710
,710
,715
,714
,706
,710
,708
,703
,699
,696
,709
,705
,703
,695
,697
,703
,712
,454
,250
,711
,716
,720
,726
,727
,709
,703
,712
,710
,462
,224
,550
,134
,452
,221
,654
,442
,212
,299
,260
,603
,224
,206
,368
,647
,652
,737
,565
,668
,679
,685
,674
,678
,679
,256
,438
,694
,695
,693
,694
,703
,677
,682
,686
,703
,732
,732
,760
,760
,745
,768
,806
,795
,772
,802
,808
,790
,820
,837
,809
,824
,846
,848
,827
,862
,863
,846
,820
,818
,771
,754
,755
,765
,761
,769
,779
,778
,798
,795
,786
,811
,799
,777
,418
,355
,364
,481
,774
,818
,791
,779
,790
,776
,800
,845
,839
,827
,872
,860
,836
,858
,867
,855
,839
,869
,879
,850
,869
,875
,857
,850
,855
,818
,817
,834
,823
,820
,602
,238
,852
,829
,857
,869
,855
,864
,881
,850
,817
,844
,873
,850
,832
,859
,868
,867
,851
,865
,870
,851
,837
,847
,847
,814
,830
,856
,890
,893
,871
,887
,897
,865
,825
,845
,876
,871
,842
,860
,878
,862
,845
,877
,894
,884
,864
,883
,888
,895
,868
,881
,886
,887
,856
,867
,869
,858
,843
,862
