Time,BreathingWaveform
24/07/2018 10:26:45.419,6559632
24/07/2018 10:26:45.459,6574412
24/07/2018 10:26:45.499,6574412
24/07/2018 10:26:45.539,6576658
24/07/2018 10:26:45.579,6576658
24/07/2018 10:26:45.619,6577597
24/07/2018 10:26:45.659,6576292
24/07/2018 10:26:45.699,6576187
24/07/2018 10:26:45.739,6575613
24/07/2018 10:26:45.779,6573315
24/07/2018 10:26:45.819,6572532
24/07/2018 10:26:45.859,6572479
24/07/2018 10:26:45.899,6570756
24/07/2018 10:26:45.939,6568615
24/07/2018 10:26:45.979,6567779
24/07/2018 10:26:46.019,6566996
24/07/2018 10:26:46.059,6566735
24/07/2018 10:26:46.099,6566839
24/07/2018 10:26:46.139,6568876
24/07/2018 10:26:46.179,6568406
24/07/2018 10:26:46.219,6566944
24/07/2018 10:26:46.259,6565899
24/07/2018 10:26:46.299,6565899
24/07/2018 10:26:46.339,6564646
24/07/2018 10:26:46.379,6563131
24/07/2018 10:26:46.419,6564124
24/07/2018 10:26:46.459,6564437
24/07/2018 10:26:46.499,6564176
24/07/2018 10:26:46.539,6561669
24/07/2018 10:26:46.579,6559110
24/07/2018 10:26:46.619,6558118
24/07/2018 10:26:46.659,6555558
24/07/2018 10:26:46.699,6552477
24/07/2018 10:26:46.739,6553052
24/07/2018 10:26:46.779,6555089
24/07/2018 10:26:46.819,6559266
24/07/2018 10:26:46.859,6564332
24/07/2018 10:26:46.899,6566108
24/07/2018 10:26:46.939,6564802
24/07/2018 10:26:46.979,6556917
24/07/2018 10:26:47.019,6551328
24/07/2018 10:26:47.059,6551119
24/07/2018 10:26:47.099,6552582
24/07/2018 10:26:47.139,6552947
24/07/2018 10:26:47.179,6547203
24/07/2018 10:26:47.219,6545270
24/07/2018 10:26:47.259,6542659
24/07/2018 10:26:47.299,6542189
24/07/2018 10:26:47.339,6542293
24/07/2018 10:26:47.379,6541980
24/07/2018 10:26:47.419,6543233
24/07/2018 10:26:47.459,6543808
24/07/2018 10:26:47.499,6544591
24/07/2018 10:26:47.539,6542711
24/07/2018 10:26:47.579,6542502
24/07/2018 10:26:47.619,6542241
24/07/2018 10:26:47.659,6542607
24/07/2018 10:26:47.699,6541562
24/07/2018 10:26:47.739,6543651
24/07/2018 10:26:47.779,6543599
24/07/2018 10:26:47.819,6544069
24/07/2018 10:26:47.859,6543077
24/07/2018 10:26:47.899,6542763
24/07/2018 10:26:47.939,6542398
24/07/2018 10:26:47.979,6542241
24/07/2018 10:26:48.019,6542607
24/07/2018 10:26:48.059,6543390
24/07/2018 10:26:48.099,6545375
24/07/2018 10:26:48.139,6543808
24/07/2018 10:26:48.179,6544173
24/07/2018 10:26:48.219,6542345
24/07/2018 10:26:48.259,6540935
24/07/2018 10:26:48.299,6538951
24/07/2018 10:26:48.339,6538951
24/07/2018 10:26:48.379,6540152
24/07/2018 10:26:48.419,6541197
24/07/2018 10:26:48.459,6541980
24/07/2018 10:26:48.499,6543965
24/07/2018 10:26:48.539,6542868
24/07/2018 10:26:48.579,6545270
24/07/2018 10:26:48.619,6551276
24/07/2018 10:26:48.659,6559998
24/07/2018 10:26:48.699,6590445
24/07/2018 10:26:48.739,6606739
24/07/2018 10:26:48.779,6611753
24/07/2018 10:26:48.819,6622093
24/07/2018 10:26:48.859,6623660
24/07/2018 10:26:48.899,6613476
24/07/2018 10:26:48.939,6592377
24/07/2018 10:26:48.979,6579843
24/07/2018 10:26:49.019,6584700
24/07/2018 10:26:49.059,6582820
24/07/2018 10:26:49.099,6583133
24/07/2018 10:26:49.139,6590863
24/07/2018 10:26:49.179,6611910
24/07/2018 10:26:49.219,6627055
24/07/2018 10:26:49.259,6629300
24/07/2018 10:26:49.299,6637865
24/07/2018 10:26:49.339,6653481
24/07/2018 10:26:49.379,6638178
24/07/2018 10:26:49.419,6605433
24/07/2018 10:26:49.459,6566944
24/07/2018 10:26:49.499,6522866
24/07/2018 10:26:49.539,6506676
24/07/2018 10:26:49.579,6503125
24/07/2018 10:26:49.619,6502132
24/07/2018 10:26:49.659,6500043
24/07/2018 10:26:49.699,6498842
24/07/2018 10:26:49.739,6492210
24/07/2018 10:26:49.779,6490851
24/07/2018 10:26:49.819,6486099
24/07/2018 10:26:49.859,6487979
24/07/2018 10:26:49.899,6486204
24/07/2018 10:26:49.939,6491948
24/07/2018 10:26:49.979,6490016
24/07/2018 10:26:50.019,6490329
