Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
27/07/2018 10:48:39.450,65,10.0,-3276.8,-50,0.41,1.02,4.164,94,0.000,65535.000,0,0.000000,0.000000,0,65535,0,65535,3,2,-1.36,-0.28,-0.09,1.22,-0.51,0.69,21.3,688,255,-128,-128,6553.5,414,420,499
27/07/2018 10:48:40.450,65,10.0,-3276.8,66,0.53,1.25,4.164,94,0.000,65535.000,0,0.000000,0.000000,0,65535,0,65535,3,3,-0.50,0.54,0.37,1.40,-1.09,0.87,21.3,688,255,-128,-128,6553.5,417,422,509
27/07/2018 10:48:41.450,65,10.0,-3276.8,-75,0.43,0.86,4.164,94,0.000,65535.000,0,0.036820,0.002080,0,65535,0,65535,3,4,-0.55,0.18,0.54,1.78,-0.04,0.75,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:48:42.450,65,10.0,-3276.8,-78,0.36,0.69,4.164,94,0.000,65535.000,0,0.036820,0.000900,0,65535,0,65535,1,0,-0.61,0.31,0.12,1.36,-0.50,0.42,21.3,688,255,-128,-128,6553.5,413,421,482
27/07/2018 10:48:43.450,65,10.0,-3276.8,-50,0.75,1.04,4.164,94,0.000,65535.000,0,0.000000,0.000400,0,65535,0,65535,1,1,-1.15,-0.53,-0.16,0.54,-0.34,0.14,21.3,688,255,-128,-128,6553.5,413,421,499
27/07/2018 10:48:44.450,65,10.0,-3276.8,47,0.39,0.79,4.163,93,7689.000,65535.000,11,0.000000,0.000160,0,65535,0,65535,1,2,-1.13,-0.48,0.32,1.38,-0.54,0.07,21.3,688,255,-128,-128,6553.5,414,421,499
27/07/2018 10:48:45.450,65,10.0,-3276.8,53,0.54,1.24,4.163,93,12052.000,65535.000,11,0.000000,0.000080,0,65535,0,65535,1,3,-0.69,0.08,-0.30,1.83,-1.19,-0.22,21.3,688,255,-128,-128,6553.5,412,417,484
27/07/2018 10:48:46.450,65,10.0,-3276.8,74,0.60,0.91,4.157,92,13779.000,65535.000,11,0.000000,0.002780,0,65535,0,65535,1,4,-0.26,0.40,0.39,1.51,-0.91,0.18,21.3,688,255,-128,-128,6553.5,413,420,498
27/07/2018 10:48:47.450,65,10.0,-3276.8,89,0.59,1.02,4.153,92,14264.000,65535.000,11,0.000000,0.002460,0,65535,0,65535,1,5,-0.13,0.66,0.32,1.92,-0.42,0.16,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:48:48.450,65,10.0,-3276.8,92,0.42,0.92,4.153,92,12261.000,65535.000,11,0.000000,0.002260,0,65535,0,65535,1,6,-0.32,0.43,0.18,1.81,-0.43,0.42,21.3,688,255,-128,-128,6553.5,413,420,499
27/07/2018 10:48:49.450,0,10.0,-3276.8,96,0.40,0.93,4.153,92,9438.000,65535.000,22,0.000800,0.001580,0,65535,0,65535,1,7,-0.40,0.55,0.54,1.53,-0.30,0.69,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:48:50.450,65,10.0,-3276.8,99,0.45,1.34,4.153,92,8798.000,65535.000,22,0.000800,0.001800,0,65535,0,65535,3,0,-0.02,0.73,0.09,2.16,-0.62,0.81,21.3,688,255,-128,-128,6553.5,413,421,498
27/07/2018 10:48:51.450,73,10.0,-3276.8,97,0.47,0.96,4.153,92,8721.000,65535.000,22,0.009660,0.001860,0,65535,0,65535,3,1,-0.33,0.65,0.49,1.34,-1.02,-0.07,21.3,688,255,-128,-128,6553.5,414,420,499
27/07/2018 10:48:52.450,81,10.0,-3276.8,93,0.44,0.95,4.153,92,13081.000,65535.000,22,0.009660,0.001600,0,65535,0,65535,3,2,-0.27,0.62,0.51,1.13,-1.22,-0.20,21.3,688,255,-128,-128,6553.5,414,421,497
27/07/2018 10:48:53.450,85,10.0,-3276.8,92,0.40,0.93,4.153,92,16349.000,65535.000,22,0.009640,0.001620,0,65535,0,65535,3,3,-0.15,0.63,0.56,1.69,-0.60,0.24,21.3,688,255,-128,-128,6553.5,414,421,499
27/07/2018 10:48:54.450,87,10.0,-3276.8,98,0.40,0.91,4.153,92,18016.000,65535.000,33,0.009640,0.001860,0,65535,0,65535,3,4,-0.13,0.91,0.30,1.45,-0.87,-0.07,21.3,688,255,-128,-128,6553.5,420,424,500
27/07/2018 10:48:55.450,88,10.0,-3276.8,107,0.54,0.97,4.153,92,15820.000,65535.000,33,0.011440,0.002280,0,65535,0,65535,1,0,-0.12,1.07,0.34,0.98,-1.34,-0.16,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:48:56.450,88,10.0,-3276.8,108,0.41,0.77,4.152,92,13495.000,65535.000,33,0.011440,0.002440,0,65535,0,65535,1,1,-0.13,0.90,0.43,1.22,-1.13,-0.08,21.3,688,255,-128,-128,6553.5,413,420,498
27/07/2018 10:48:57.450,88,10.0,-3276.8,105,0.44,0.81,4.152,92,11358.000,65535.000,33,0.011440,0.002620,0,65535,0,65535,1,2,-0.12,0.77,0.37,1.50,-0.89,-0.02,21.3,688,255,-128,-128,6553.5,415,422,500
27/07/2018 10:48:58.450,88,10.0,-3276.8,102,0.41,0.69,4.152,92,9469.000,65535.000,33,0.011440,0.002880,0,65535,0,65535,1,3,-0.15,0.79,0.61,1.51,-0.55,0.22,21.3,688,255,-128,-128,6553.5,414,420,498
27/07/2018 10:48:59.450,88,10.0,-3276.8,100,0.53,1.44,4.152,92,7397.000,65535.000,44,0.011440,0.004700,0,65535,0,65535,1,4,-0.19,0.63,0.53,2.09,-0.12,0.93,21.3,688,255,-128,-128,6553.5,417,414,495
27/07/2018 10:49:00.450,88,10.0,-3276.8,-98,0.63,1.27,4.152,92,5773.000,65535.000,44,0.011440,0.005880,0,65535,0,65535,1,5,-0.34,0.48,0.30,1.96,-0.06,1.14,21.3,688,255,-128,-128,6553.5,414,420,498
27/07/2018 10:49:01.450,88,10.0,-3276.8,-97,0.46,0.85,4.152,92,5013.000,65535.000,44,0.011440,0.004440,0,65535,0,65535,1,6,-0.38,0.62,0.07,1.60,0.04,0.89,21.3,688,255,-128,-128,6553.5,414,420,498
27/07/2018 10:49:02.450,88,11.0,-3276.8,-94,0.38,1.18,4.152,92,4445.000,65535.000,44,0.011440,0.003200,0,65535,0,65535,1,7,-0.48,0.55,0.34,1.87,-0.12,1.18,21.3,688,255,-128,-128,6553.5,414,422,498
27/07/2018 10:49:03.450,88,11.0,-3276.8,-90,0.48,1.01,4.152,92,4385.000,65535.000,44,0.007080,0.002500,0,65535,0,65535,1,8,-0.63,0.39,0.39,1.37,-0.09,1.20,21.3,688,255,-128,-128,6553.5,413,421,498
27/07/2018 10:49:04.450,88,11.0,-3276.8,-90,0.48,1.39,4.152,92,4690.000,65535.000,44,0.007080,0.002080,0,65535,0,65535,1,9,-0.36,0.75,0.40,1.57,0.07,1.74,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:49:05.450,87,11.0,-3276.8,-89,0.55,1.53,4.152,92,4794.000,65535.000,44,0.007080,0.002340,0,65535,0,65535,1,10,-0.50,0.31,0.36,1.65,-0.08,1.96,21.3,688,255,-128,-128,6553.5,414,420,498
27/07/2018 10:49:06.450,87,11.0,-3276.8,-90,0.60,1.38,4.152,92,4966.000,65535.000,44,0.007080,0.002600,0,65535,0,65535,1,11,-0.42,0.56,0.01,1.68,-0.14,1.74,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:49:07.450,87,11.0,-3276.8,-91,0.54,1.16,4.152,92,4075.000,65535.000,55,0.007080,0.002500,0,65535,0,65535,1,12,-0.40,0.48,0.09,1.53,0.06,1.55,21.3,688,255,-128,-128,6553.5,414,420,498
27/07/2018 10:49:08.450,87,11.0,-3276.8,-87,0.47,0.96,4.152,92,3689.000,65535.000,55,0.007080,0.001980,0,65535,0,65535,1,13,-0.66,0.24,0.18,1.34,0.28,1.46,21.3,688,255,-128,-128,6553.5,419,426,507
27/07/2018 10:49:09.450,87,11.0,-3276.8,-77,0.54,0.96,4.152,92,3267.000,65535.000,66,0.004660,0.001480,0,65535,0,65535,1,14,-1.10,0.66,0.31,1.26,-0.04,1.51,21.3,656,255,-128,-128,6553.5,413,421,499
27/07/2018 10:49:10.450,87,11.0,-3276.8,-78,0.34,0.96,4.152,92,3388.000,65535.000,0,0.004660,0.001020,0,65535,0,65535,1,15,-1.10,0.66,0.31,1.26,-0.04,1.51,21.3,688,255,-128,-128,6553.5,413,421,498
27/07/2018 10:49:11.450,87,11.0,-3276.8,-80,0.28,0.68,4.152,92,3077.000,65535.000,11,0.003360,0.001180,0,65535,0,65535,1,16,-0.57,0.15,0.08,0.78,0.51,1.37,21.3,688,255,-128,-128,6553.5,426,432,501
27/07/2018 10:49:12.450,87,11.0,-3276.8,-91,0.47,1.13,4.152,92,3030.000,65535.000,11,0.003360,0.001500,0,65535,0,65535,1,17,-0.45,0.95,-0.32,0.92,0.13,1.43,21.3,688,255,-128,-128,6553.5,414,421,500
27/07/2018 10:49:13.450,87,11.0,-3276.8,-92,0.38,0.91,4.152,92,2749.000,65535.000,11,0.003360,0.001700,0,65535,0,65535,1,18,-0.12,0.43,-0.08,1.12,0.02,1.36,21.3,688,255,-128,-128,6553.5,411,411,483
27/07/2018 10:49:14.450,87,11.0,-3276.8,-92,0.54,0.81,4.152,92,4051.000,65535.000,11,0.003360,0.001480,0,65535,0,65535,1,19,-0.22,0.33,-0.01,1.15,0.37,1.56,21.3,688,255,-128,-128,6553.5,414,421,499
27/07/2018 10:49:15.450,86,11.0,-3276.8,-91,0.37,1.57,4.152,92,3780.000,65535.000,22,0.003040,0.001440,11,65535,0,65535,1,20,-0.20,0.21,-0.16,1.31,-0.04,2.26,21.3,688,255,-128,-128,6553.5,414,421,497
27/07/2018 10:49:16.450,86,12.0,-3276.8,-91,0.28,0.68,4.152,92,4199.000,65535.000,11,0.003040,0.001020,10,65535,0,65535,1,21,-0.34,0.24,-0.02,0.72,0.36,1.59,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:49:17.450,86,12.0,-3276.8,-89,0.28,0.66,4.152,92,5541.000,65535.000,11,0.003040,0.001560,9,65535,0,65535,1,22,-0.15,0.22,-0.04,0.85,0.51,1.50,21.3,688,255,-128,-128,6553.5,414,420,497
27/07/2018 10:49:18.450,87,12.0,-3276.8,-91,0.45,0.86,4.152,92,7084.000,65535.000,11,0.003040,0.001160,8,65535,0,65535,1,23,-0.33,0.24,0.09,1.32,0.28,1.33,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:49:19.450,87,12.0,-3276.8,-94,0.45,0.65,4.152,92,7031.000,65535.000,11,0.002780,0.000540,7,65535,0,65535,1,24,-0.10,0.40,0.26,1.14,0.20,1.19,21.3,688,255,-128,-128,6553.5,413,421,499
27/07/2018 10:49:20.450,87,13.0,-3276.8,-94,0.34,1.03,4.152,92,6887.000,65535.000,11,0.002780,0.000220,6,65535,0,65535,1,25,-0.01,0.50,-0.14,1.59,0.20,1.49,21.3,688,255,-128,-128,6553.5,414,420,497
27/07/2018 10:49:21.450,87,13.0,-3276.8,-98,0.70,1.54,4.152,92,7306.000,65535.000,22,0.000340,0.001020,5,65535,0,65535,1,26,-0.12,0.46,0.42,1.65,-0.56,1.25,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:49:22.450,87,13.0,-3276.8,-98,0.47,1.13,4.152,92,8615.000,65535.000,22,0.000340,0.001780,5,65535,0,65535,1,27,-0.07,0.74,0.69,1.45,-0.71,0.22,21.3,688,255,-128,-128,6553.5,415,421,499
27/07/2018 10:49:23.450,87,13.0,-3276.8,-96,0.38,0.81,4.152,92,9042.000,65535.000,22,0.000340,0.002400,4,65535,0,65535,1,28,-0.09,0.40,0.53,1.77,-0.46,0.34,21.3,688,255,-128,-128,6553.5,414,421,497
27/07/2018 10:49:24.450,86,14.0,-3276.8,-95,0.26,0.67,4.152,92,9526.000,65535.000,22,0.000340,0.002220,4,65535,0,65535,1,29,-0.13,0.53,0.75,1.54,-0.26,0.48,21.3,688,255,-128,-128,6553.5,414,420,499
27/07/2018 10:49:25.450,86,14.0,-3276.8,94,0.24,0.33,4.152,92,7840.000,65535.000,22,0.000340,0.001820,3,65535,0,65535,1,30,-0.16,0.19,0.78,1.32,-0.30,0.27,21.3,688,255,-128,-128,6553.5,416,424,499
27/07/2018 10:49:26.450,86,15.0,-3276.8,-95,0.40,0.71,4.152,92,10282.000,65535.000,22,0.000340,0.002140,3,65535,0,65535,1,31,-0.10,0.62,0.63,1.69,-0.20,0.42,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:49:27.450,87,15.0,-3276.8,-105,0.59,0.95,4.152,92,12169.000,65535.000,22,0.000340,0.004140,3,65535,0,65535,1,32,-0.27,0.93,0.19,1.75,-0.06,0.86,21.3,688,255,-128,-128,6553.5,406,421,497
27/07/2018 10:49:28.450,87,15.0,-3276.8,-116,0.46,0.83,4.152,92,11233.000,65535.000,22,0.000340,0.004200,3,65535,0,65535,1,33,0.24,1.22,0.39,1.44,-0.06,0.74,21.3,688,255,-128,-128,6553.5,413,421,497
27/07/2018 10:49:29.450,87,15.0,-3276.8,-119,0.44,1.22,4.152,92,9264.000,65535.000,33,0.000340,0.003960,2,65535,0,65535,1,34,0.21,1.16,0.12,2.09,-0.01,0.79,21.3,688,255,-128,-128,6553.5,414,421,498
27/07/2018 10:49:30.450,87,15.0,-3276.8,-121,0.43,1.06,4.152,92,8216.000,65535.000,33,0.000340,0.005920,2,65535,0,65535,1,35,0.18,1.32,0.30,1.87,-0.10,0.78,21.3,688,255,-128,-128,6553.5,415,423,513
27/07/2018 10:49:31.450,87,15.0,-3276.8,-120,0.32,1.62,4.152,92,7992.000,65535.000,33,0.000340,0.005640,2,65535,0,65535,1,36,-0.25,1.20,0.32,2.27,-0.15,1.46,21.3,688,255,-128,-128,6553.5,414,421,499
27/07/2018 10:49:32.450,87,15.0,-3276.8,-122,0.42,1.33,4.152,92,6402.000,65535.000,33,0.000340,0.003600,2,65535,0,65535,1,37,0.18,0.83,0.08,1.84,0.18,1.34,21.3,688,255,-128,-128,6553.5,414,420,498
27/07/2018 10:49:33.450,87,15.0,-3276.8,-130,0.41,1.27,4.152,92,5094.000,65535.000,33,0.000340,0.002200,2,65535,0,65535,1,38,0.22,1.01,0.34,1.75,0.01,1.19,21.3,688,255,-128,-128,6553.5,414,420,498
27/07/2018 10:49:34.450,87,15.0,-3276.8,-130,0.47,0.84,4.152,92,4274.000,65535.000,33,0.000340,0.003340,2,65535,0,65535,1,39,0.22,1.38,0.33,1.51,-0.49,0.45,21.3,688,255,-128,-128,6553.5,413,421,498
27/07/2018 10:49:35.450,87,15.0,-3276.8,-109,0.58,1.03,4.151,91,3849.000,65535.000,44,0.000340,0.003160,2,65535,0,65535,1,40,-0.40,0.65,0.59,1.28,-0.39,0.72,21.3,688,255,-128,-128,37.1,416,423,499
27/07/2018 10:49:36.450,87,15.0,-3276.8,-96,0.56,0.81,4.150,91,3326.000,65535.000,44,0.000340,0.002240,1,65535,0,65535,1,41,-0.46,1.19,0.37,1.56,-0.57,0.60,21.3,688,255,-128,-128,37.1,415,422,499
27/07/2018 10:49:37.450,88,15.0,-3276.8,-98,0.78,1.00,4.150,91,3310.000,65535.000,44,0.000340,0.001580,1,65535,0,65535,1,42,-0.66,0.24,0.03,1.32,0.19,1.09,21.3,688,255,-128,-128,37.1,413,420,499
27/07/2018 10:49:38.450,88,15.0,-3276.8,-88,0.96,1.16,4.150,91,2674.000,65535.000,44,0.000340,0.000820,1,65535,0,65535,1,43,-0.40,0.43,-0.80,0.37,0.30,1.10,21.3,688,255,-128,-128,37.1,414,421,498
27/07/2018 10:49:39.450,88,15.0,-3276.8,-69,0.85,1.38,4.150,91,2675.000,65535.000,44,0.000340,0.001020,1,65535,0,65535,1,44,-0.51,-0.08,-1.06,-0.43,-0.62,0.48,21.3,688,255,-128,-128,37.1,414,421,499
27/07/2018 10:49:40.450,88,14.0,-3276.8,78,0.57,0.81,4.150,91,2471.000,65535.000,44,0.000340,0.000640,1,65535,0,65535,1,45,-1.10,0.03,-1.01,-0.31,-0.55,0.63,21.3,688,255,-128,-128,37.1,414,419,498
27/07/2018 10:49:41.450,88,14.0,-3276.8,-86,0.69,1.56,4.150,91,2436.000,65535.000,44,0.000340,0.000600,1,65535,0,65535,1,46,-0.13,0.90,-2.10,0.15,-0.45,0.53,21.3,688,255,-128,-128,37.1,408,407,506
27/07/2018 10:49:42.450,88,14.0,-3276.8,-65,0.60,1.42,4.150,91,3318.000,65535.000,55,0.000340,0.000400,1,65535,0,65535,1,47,-0.86,0.12,-1.87,0.13,0.19,1.15,21.3,688,255,-128,-128,37.1,413,421,498
27/07/2018 10:49:43.450,88,14.0,-3276.8,-60,0.37,0.57,4.150,91,5333.000,65535.000,55,0.000260,0.000300,1,65535,0,65535,1,48,-0.79,-0.12,-0.80,-0.26,0.27,0.79,21.3,688,255,-128,-128,37.1,414,422,499
27/07/2018 10:49:44.450,88,14.0,-3276.8,-73,0.56,0.67,4.150,91,5606.000,65535.000,55,0.000260,0.000220,1,65535,0,65535,1,49,-0.80,0.16,-1.15,-0.14,0.31,0.98,21.3,688,255,-128,-128,37.1,414,422,497
27/07/2018 10:49:45.450,88,14.0,-3276.8,-80,0.37,0.67,4.150,91,7696.000,65535.000,55,0.000260,0.000140,1,65535,0,65535,1,50,-0.15,0.12,-0.25,0.27,0.77,1.13,21.3,688,255,-128,-128,37.1,414,421,498
27/07/2018 10:49:46.450,88,14.0,-3276.8,-83,0.15,0.27,4.150,91,8995.000,65535.000,55,0.000260,0.000100,1,65535,0,65535,1,51,-0.14,0.06,-0.21,-0.09,0.87,1.00,21.3,691,255,-128,-128,37.1,415,420,499
27/07/2018 10:49:47.450,87,14.0,-3276.8,-83,0.08,0.16,4.150,91,10000.000,65535.000,55,0.000100,0.000080,1,65535,0,65535,0,0,-0.13,-0.01,-0.22,-0.09,0.80,1.01,21.3,691,255,-128,-128,37.1,413,421,499
27/07/2018 10:49:48.450,87,13.0,-3276.8,-82,0.07,0.19,4.150,91,8577.000,65535.000,66,0.000100,0.000080,1,65535,0,65535,0,0,-0.31,-0.07,-0.21,-0.08,0.86,1.02,21.3,659,255,-128,-128,37.1,414,421,498
27/07/2018 10:49:49.450,87,13.0,-3276.8,-80,0.33,1.14,4.150,91,8333.000,65535.000,66,0.000100,0.000280,1,65535,0,65535,0,0,-0.34,0.31,-0.73,1.10,0.16,1.45,21.3,656,255,-128,-128,37.1,414,420,498
27/07/2018 10:49:50.450,87,13.0,-3276.8,-77,0.45,0.86,4.150,91,7355.000,65535.000,66,0.000100,0.000320,1,65535,0,65535,1,0,-0.72,0.48,-0.49,0.89,0.60,1.09,21.3,656,255,-128,-128,37.1,417,424,500
27/07/2018 10:49:51.450,87,13.0,-3276.8,-70,0.61,1.22,4.150,91,6001.000,65535.000,66,0.000100,0.000360,1,65535,0,65535,1,1,-1.43,0.49,-0.68,0.77,0.08,1.39,21.3,656,255,-128,-128,37.1,414,420,498
27/07/2018 10:49:52.450,87,13.0,-3276.8,-82,0.60,1.19,4.150,91,4735.000,65535.000,66,0.000100,0.000280,1,65535,0,65535,1,2,-0.63,0.24,-0.77,-0.40,0.00,0.65,21.3,656,255,-128,-128,37.1,412,418,508
