"Session","StartTime","EndTime"
"RestingBaseline",2018-07-14 10:49:34,2018-07-14 10:52:23
"BaselineWriting",2018-07-14 10:52:53,2018-07-14 10:57:53
"StressCondition",2018-07-14 10:58:05,2018-07-14 11:03:05
"DualTask",2018-07-14 11:06:15,2018-07-14 11:56:15
"Presentation",2018-07-14 12:04:22,2018-07-14 12:06:39
