Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,0,Sat Jul 14 10:49:34.493 2018,169.5026,Sat Jul 14 10:52:23.995 2018
Session 2,4487.811,Sat Jul 14 12:04:22.303 2018,4625.415,Sat Jul 14 12:06:39.907 2018
