"Session","StartTime","EndTime"
"RestingBaseline",2018-06-22 13:52:32,2018-06-22 13:55:03
"BaselineWriting",2018-06-22 13:55:34,2018-06-22 14:00:34
"StressCondition",2018-06-22 14:03:28,2018-06-22 14:08:28
"DualTask",2018-06-22 14:08:53,2018-06-22 14:58:53
"Presentation",2018-06-22 15:10:04,2018-06-22 15:13:09
