Frame#,Time,Perspiration
0,0,0.006656831
1,0.1334913,0.00524252
2,0.2676102,0.005393441
3,0.4006887,0.00599066
4,0.5448248,0.007033376
5,0.6777713,0.005059402
6,0.8031122,0.006666692
7,0.9350799,0.003866691
8,1.069445,0.006523117
9,1.201459,0.004480037
10,1.336228,0.00363931
11,1.467585,0.005739154
12,1.602491,0.004918597
13,1.734066,0.004423576
14,1.867446,0.005926766
15,2.001307,0.003482333
16,2.137001,0.0059472
17,2.270367,0.005548976
18,2.40236,0.00624319
19,2.535885,0.00623674
20,2.669939,0.002939577
21,2.802824,0.007221614
22,2.942024,0.007135954
23,3.068936,0.006431464
24,3.203299,0.008824332
25,3.336298,0.003200055
26,3.470208,0.003448932
27,3.604572,0.005488735
29,3.737127,0.004731898
30,3.871229,0.003876936
31,4.003587,0.006632345
32,4.137771,0.01097551
33,4.27108,0.009161553
34,4.405085,0.007290903
35,4.537145,0.005701059
36,4.670506,0.006018994
37,4.820479,0.003796097
38,4.93746,0.004016323
39,5.071823,0.005625778
40,5.205186,0.009247529
41,5.338098,0.00664416
42,5.473302,0.004373289
43,5.607338,0.006066696
44,5.739622,0.004840054
45,5.872543,0.006968845
46,6.00792,0.00516133
47,6.147159,0.003351016
48,6.273108,0.006354267
49,6.416358,0.005692275
50,6.539362,0.003768844
51,6.673734,0.004114247
52,6.824277,0.005178119
53,6.942099,0.007073606
54,7.073032,0.008379714
55,7.209932,0.005769721
56,7.341573,0.002164733
57,7.473666,0.005835274
58,7.614123,0.002434814
59,7.741579,0.00564709
60,7.878681,0.005066708
61,8.011774,0.005344899
62,8.142151,0.005630857
63,8.276025,0.004509139
64,8.411449,0.003292365
65,8.542699,0.006550892
66,8.675578,0.003428685
67,8.809444,0.00558768
68,8.941459,0.006581918
69,9.076352,0.004683723
70,9.209768,0.005400069
71,9.343831,0.005392613
72,9.475977,0.007277408
73,9.610345,0.006333306
74,9.744339,0.007962815
75,9.885339,0.005176438
76,10.00941,0.007281549
77,10.14332,0.005450761
78,10.27741,0.004936175
79,10.42245,0.005018231
80,10.54423,0.005559995
81,10.67838,0.004553853
82,10.81146,0.004342819
83,10.94406,0.003967889
84,11.0765,0.006015222
85,11.2124,0.005710259
86,11.34585,0.00425458
87,11.47822,0.004010598
88,11.6136,0.004685711
89,11.74843,0.007535524
90,11.87843,0.006494038
91,12.01273,0.006217122
92,12.14608,0.004628544
93,12.2782,0.003140726
94,12.41856,0.005101913
95,12.55554,0.007423015
96,12.67961,0.008319963
97,12.81498,0.003850014
98,12.94635,0.004449965
99,13.07971,0.005449954
100,13.21408,0.004631679
101,13.34624,0.004864039
102,13.48061,0.003011705
103,13.61497,0.004034695
104,13.75507,0.004246061
105,13.88034,0.005052606
106,14.01554,0.004454986
107,14.14791,0.006206086
108,14.28229,0.003938501
110,14.41666,0.003938501
111,14.54826,0.003686913
112,14.69064,0.00462214
113,14.81598,0.004266586
114,14.94789,0.005333285
115,15.08737,0.008905619
116,15.21568,0.004435007
117,15.34943,0.006704686
118,15.48379,0.004622137
119,15.61567,0.005013331
120,15.74845,0.004749893
121,15.88181,0.006085704
122,16.01698,0.005969252
123,16.14888,0.004865398
124,16.28224,0.007600076
125,16.41515,0.004528279
126,16.55804,0.005544241
127,16.68389,0.004527724
128,16.81734,0.003869746
129,16.94899,0.00356364
130,17.08441,0.004839097
131,17.22781,0.003864201
132,17.35166,0.005389496
133,17.48419,0.004607942
134,17.61725,0.005025376
135,17.75094,0.004291998
136,17.88609,0.003340306
137,18.01825,0.005368891
138,18.15128,0.004204758
139,18.29165,0.004800079
140,18.41864,0.006296146
142,18.55264,0.005553052
143,18.69067,0.004275505
144,18.82855,0.006423883
145,18.9532,0.00605715
146,19.08555,0.006274498
147,19.22088,0.006210133
148,19.35294,0.005714273
149,19.48631,0.006779599
150,19.62017,0.005244413
151,19.75404,0.004845683
152,19.8854,0.004521747
153,20.01973,0.005071088
154,20.15306,0.004600058
155,20.28738,0.003054537
156,20.43779,0.00439279
159,20.55411,0.005160538
160,20.68747,0.005702567
161,20.82141,0.005097149
162,20.95503,0.005391818
163,21.08743,0.006464068
164,21.22203,0.005022156
165,21.35533,0.004855216
166,21.48724,0.007142966
167,21.6216,0.006109176
168,21.75739,0.006268879
169,21.88875,0.006229657
170,22.03214,0.004557553
171,22.15534,0.004351285
172,22.2887,0.006948033
173,22.42267,0.005478051
174,22.55503,0.00558817
175,22.68991,0.004537014
176,22.82156,0.006527994
177,22.95593,0.004982824
178,23.09029,0.004631587
179,23.22238,0.003983706
180,23.36524,0.003391887
181,23.49031,0.003345455
182,23.62339,0.003933391
183,23.76077,0.003389836
184,23.89212,0.00542042
185,24.02413,0.003862051
186,24.16609,0.008345181
187,24.29232,0.006472594
189,24.42442,0.00676378
190,24.56281,0.003381848
192,24.69175,0.005695968
193,24.83507,0.004873755
194,24.96772,0.006216423
195,25.09306,0.004176318
196,25.22499,0.005639362
197,25.35898,0.005242598
198,25.49812,0.005241472
199,25.63415,0.00315367
200,25.76036,0.003482414
201,25.89172,0.003155607
202,26.02481,0.005714324
203,26.16033,0.005424385
204,26.29278,0.006313572
205,26.42674,0.005075916
206,26.56084,0.004553811
207,26.69279,0.006279302
208,26.82576,0.005774058
209,26.96074,0.006006532
210,27.09302,0.004800037
211,27.22692,0.004520697
212,27.35981,0.006194312
213,27.49536,0.005754478
214,27.62743,0.006323779
215,27.77033,0.003733199
216,27.89596,0.005069869
217,28.02732,0.004266541
218,28.16211,0.003733328
