"Session","StartTime","EndTime"
"RestingBaseline",2018-08-22 13:53:20,2018-08-22 13:56:27
"BaselineWriting",2018-08-22 13:56:42,2018-08-22 14:01:42
"StressCondition",2018-08-22 14:04:51,2018-08-22 14:09:51
"DualTask",2018-08-22 14:10:29,2018-08-22 15:00:29
"Presentation",2018-08-22 15:10:33,2018-08-22 15:15:08
