Time,RtoR
,11112
,311
,238
,183
,6061
,3302
,4295
,3435
,128
,359
,458
,1683
,1082
,830
,1731
,2786
,1629
,116
,493
,626
,737
,1041
,1032
,3716
,587
,11136
,10016
,9622
,719
,831
,475
,692
,277
,414
,72
,3336
,848
,80
,10922
,1381
,1810
,15325
,13026
,12230
,51
,535
,7376
,3106
,16178
,832
,1353
,2133
,2439
,2497
,4340
,5116
,11074
,601
,172
,2727
,1465
,5432
,1068
,1647
,3029
,1075
,61
,377
,491
,143
,2894
,3048
,542
,831
,1631
,102
,6470
,3837
,4092
,544
,2489
,1485
,271
,872
,10077
,885
,681
,6169
,80
,1062
,1381
,78
,2307
,2619
,6157
,4967
,734
,157
,620
,2803
,719
,4275
,389
,3087
,31044
,5397
,798
,4253
,1757
,4028
,8584
,3515
,3493
,5211
,396
,328
,34
,3687
,3385
,2310
,428
,2090
,2395
,350
,438
,32159
,925
,345
,177
,1112
,1271
,118
,1172
,1270
,1286
,1272
,1291
,1271
,7522
,233
,2251
,107
,1807
,2632
,2811
,1434
,11744
,135
,1164
,12531
,470
,2502
,308
,3407
,214
,2105
,11981
,452
,746
,259
,1029
,1272
,1290
,1270
,1291
,885
,383
,1290
,1270
,1290
,1271
,1289
,1270
,1289
,1271
,1290
,1269
,1290
,1270
,1290
,1270
,1289
,1271
,1289
,1270
,1292
,1267
,1291
,879
,391
,613
,1946
,1235
,842
,483
,517
,1009
,1033
,980
,270
,738
,573
,426
,1007
,1005
,121
,1291
,1269
,1290
,1270
,6400
,1291
,1269
,1290
,1270
,1290
,2559
,1270
,1291
,1270
,1290
,1270
,1290
,1270
,1289
,1270
,1290
,1270
,1532
,1027
,1290
,1271
,1284
,1276
,2560
,1290
,1269
,1227
,1334
,1164
,1396
,1289
,396
,874
,1289
,1271
,1288
,1271
,1291
,1269
,1290
,6401
,1270
,1289
,2560
,1270
,1290
,1270
,1290
,1270
,1290
,1269
,1291
,1269
,1295
,1265
,2560
,1248
,43
,1268
,2561
,1121
,1439
,2565
,1286
,1267
,1292
,2145
,414
,1268
,1292
,1269
,1292
,1267
,1295
,1265
,1291
,1269
,1291
,1270
,1289
,6405
,1265
,1290
,1270
,1290
,1270
,1292
,262
,1005
,1291
,1269
,1289
,1270
,1228
,1332
,1295
,1265
,1244
,1317
,1798
,271
,766
,4776
,59
,286
,726
,2792
,3789
,776
,356
,2328
,5985
,29369
,440
,11659
,31293
,28167
,493
,1917
,1550
,569
,201
,3175
,217
,106
,17563
,1137
,1858
,8922
,844
,241
,1320
,264
,329
,440
,222
,139
,2580
,599
,709
,682
,2479
,509
,925
,451
,2184
,226
,893
,833
,2532
,39
,2516
,350
,134
,759
,170
,680
,581
,278
,2895
,297
,10977
,369
,7965
,7802
,566
,1762
,14596
,759
,2438
,326
,11505
,1002
,270
,1268
,1485
,3770
,12624
,16455
,262
,244
,81
,3478
,280
,675
,287
,1004
,314
,846
,398
,587
,3903
,1911
,44
,697
,340
,233
,746
,544
,422
,813
,284
,1041
,429
,508
,333
,1290
,423
,846
,1291
,1270
,1289
,1270
,1289
,781
,490
,1290
,1271
,1285
,1274
,1289
,1272
,1283
,1277
,2559
,1290
,1270
,1224
,64
,1272
,1288
,1272
,1289
,1270
,1290
,2253
,306
,746
,526
,1288
,2559
,1272
,388
,902
,1269
,1290
,6399
,1272
,1289
,1270
,1289
,1271
,1290
,1269
,1294
,1266
,1292
,1268
,1288
,1272
,1291
,1269
,2560
,536
,2023
,988
,1573
,434
,855
,1269
,891
,400
,1270
,1290
,1269
,1290
,1271
,1289
,1270
,1290
,1270
,1290
,1269
,1290
,1270
,1290
,1271
,581
,709
,1270
,1289
,6401
,1267
,1291
,1270
,1290
,207
,1062
,1944
,617
,1237
,1322
,2560
,1248
,1312
,1290
,1270
,1132
,158
,1269
,1291
,1270
,1290
,1269
,1290
,2561
,1269
,1290
,1271
,1289
,1270
,1289
,1270
,1291
,1270
,1289
,1270
,1290
,1270
,1290
,1270
,1290
,1269
,6401
,1285
,1275
,1163
,1396
,1292
,1268
,1232
,1328
,1290
,1270
,963
,326
,1271
,1289
,1271
,1289
,1270
,1288
,1273
,1289
,1271
,2560
,1289
,1270
,1289
,1270
,1291
,2560
,1270
,485
,805
,1269
,1291
,1269
,1291
,1268
,1292
,2563
,1266
,1290
,7669
,1210
,1350
,1297
,1263
,1290
,1269
,1291
,1269
,1291
,1269
,1291
,1269
,1291
,1273
,1286
,1269
,1291
,1269
,1290
,1270
,1291
,1268
,1293
,1268
,1295
,1265
,1289
,1270
,1291
,1269
,1291
,1343
,1216
,2560
,1270
,1289
,2560
,2561
,1270
,7689
,1270
,1291
,1269
,1289
,2560
,1270
,1291
,1270
,1289
,1270
,1290
,1270
,1289
,1270
,1291
,1269
,1290
,1270
,1289
,1272
,1288
,1271
,1289
,1271
,1289
,1270
,1290
,1204
,1357
,1272
,1287
,1221
,1339
,1271
,1289
,1271
,1288
,2559
,1271
,6401
,1288
,1271
,553
,737
,1273
,1287
,1270
,1291
,1270
,1288
,1270
,1290
,1271
,1289
,1271
,1296
,1264
,722
,567
,2559
,1269
,1291
,340
,930
,1290
,1810
,750
,2559
,703
,1004
,853
,1272
,896
,392
,1271
,1290
,1010
,260
,1289
,1270
,1289
,1271
,1292
,1267
,1290
,3264
,4927
,2499
,7496
,126
,1265
,8100
,1045
,553
,863
,301
,1716
,1102
,287
,4268
,445
,722
,2131
,471
,1580
,232
,187
,417
,806
,49
,1988
,256
,47
,619
,1161
,676
,864
,985
,1429
,655
,1000
,858
,953
,206
,158
,435
,287
,365
,766
,706
,299
,943
,1064
,254
,748
,480
,1750
,461
,291
,2025
,360
,397
,345
,222
,1197
,18
,10778
,484
,519
,10171
,496
,26343
,14513
,29140
,149
,286
,25088
,1243
,23876
,1876
,6188
,5605
,94
,30902
,25078
,805
,31742
,1082
,5982
,113
,235
,383
,116
,233
,1336
,247
,231
,322
,223
,827
,244
,103
,243
,833
,120
,2186
,13016
,19813
,992
,9589
,4547
,7836
,2496
,994
,142
,16904
,3542
,5608
,14648
,2159
,139
,515
,676
,156
,114
,1010
,698
,5944
,99
,908
,295
,269
,916
,404
,375
,108
,202
,673
,1327
,401
,1685
,709
,1536
,406
,768
,198
,204
,148
,517
,1486
,1791
,228
,312
,662
,242
,1631
,1180
,330
,264
,510
,162
,569
,385
,443
,507
,2266
,554
,226
,2218
,1139
,11064
,350
,480
,371
,7406
,3941
,1292
,1269
,1287
,2307
,271
,5422
,2148
,1425
,777
,3001
,735
,556
,450
,819
,1888
,1963
,360
,908
