"Session","StartTime","EndTime"
"RestingBaseline",2018-06-22 13:13:33,2018-06-22 13:18:44
"BaselineWriting",2018-06-22 13:19:38,2018-06-22 13:24:38
"StressCondition",2018-06-22 13:25:14,2018-06-22 13:30:14
"DualTask",2018-06-22 13:31:54,2018-06-22 14:21:54
"Presentation",2018-06-22 14:31:07,2018-06-22 14:33:21
