Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,56.85742,Fri Jul 06 16:00:14.472 2018,298.1602,Fri Jul 06 16:04:15.775 2018
Session 2,4893.333,Fri Jul 06 17:20:50.948 2018,5106.877,Fri Jul 06 17:24:24.491 2018
