Time,BtoB
,6000
,4560
,4560
,5360
,7640
,2320
,1680
,4280
,1680
,4960
,7400
,6560
,6560
,6120
,7960
,7920
,2680
,5920
,3880
,10720
,3800
,8200
,9480
,8680
,3560
,7040
,8160
,5680
,2040
,2040
,4880
,4560
,1680
,3600
,1560
,3760
,9160
,5680
,2560
,6760
,4560
,8520
,6920
,5720
,5600
,7560
,3240
,4000
,2040
,5080
,3760
,6200
,3040
,3920
,1960
,6000
,6200
,4280
,9000
,3360
,5880
,28840
,8160
,3440
,14840
,16680
,7040
,5040
,15280
,9920
,9520
,7240
,25600
,9440
,16960
,5120
,4960
,4040
,5240
,3360
,3640
,3880
,3040
,4280
,4840
,4960
,5320
,4880
,1840
,1440
,3880
,2240
,6480
,4440
,4720
,6360
,5840
,14440
,4520
,5520
,5240
,5480
,5640
,6040
,2040
,4760
,6280
,5480
,5080
,5280
,7240
,4720
,4120
,4160
,5080
,4480
,4280
,4320
,7440
,6160
,3520
,6400
,4000
,3680
,3600
,5480
,4680
,5960
,1960
,4240
,5200
,5040
,5480
,3320
,4280
,7040
,7320
,6560
,10640
,5360
,4440
,5680
,5880
,4440
,7160
,9760
,3960
,4560
,2600
,6520
,5200
,3320
,3520
,4360
,2080
,1680
,4080
,3920
,3360
,5840
,4400
,2000
,2880
,5480
,11240
,5080
,5040
,8080
,4880
,5360
,4440
,3400
,4240
,4400
,3760
,6400
,6920
,8040
,8080
,12840
,10840
,5600
,5080
,3760
,7000
,4760
,6120
,5400
,6200
,7400
,6640
,2560
,5440
,8520
,2480
,6360
,10880
,10440
,7560
,4800
,5720
,7360
,6360
,9000
,9080
,5160
,5560
,20440
,7360
,3600
,6840
,6880
,7160
,8400
,8600
,5920
,5400
,6080
,4840
,10400
,3080
,10640
,13600
,15360
,5280
,11880
,7360
,26800
,3560
,4240
,7400
,11080
,8120
,4440
,4560
,5840
,4600
,7960
,7720
,9560
,12200
,7000
,13400
,7840
,9840
,4800
,11920
,10080
,2680
,12120
,7640
,4040
,9040
,2840
,7760
,27160
,6520
,4720
,2360
,4920
,8360
,8760
,10880
,9560
,9360
,12640
,11480
,4720
,4640
,4640
,8760
,6000
,2680
,11840
,8400
,4920
,12120
,6080
,5120
,16480
,11480
,11440
,7400
,9120
,7040
,6800
,8120
,10760
,4360
,6920
,4720
,6200
,3560
,3320
,4520
,15400
,7120
,5680
,5960
,9840
,28680
,5320
,4400
,4560
,7760
,4480
,2800
,8200
,5440
,10240
,3600
,7640
,4400
,8720
,4920
,17880
,7880
,5760
,6800
,8440
,5720
,15600
,2800
,9600
,13240
,11480
,7240
,5360
,10880
,16760
,3440
,7400
,21920
,5800
,3360
,12040
,20320
,11360
,8680
,11520
,17320
,13120
,4040
,4120
,4040
,22160
,3360
,3360
,10680
,8520
,6280
,12800
,6320
,7560
,3760
,5400
,5360
,14680
,7000
,3120
,6800
,7200
,10640
,3840
,3880
,5360
,8320
,9040
,7240
,12200
,11320
,4760
,8520
,3400
,9800
,5240
,9080
,5840
,9200
,7760
,9000
,7240
,7360
,5800
,3960
,8880
,4400
,4120
,4760
,9800
,10400
,6280
,7760
,4200
,7560
,9600
,4320
,5520
,5280
,8160
,4800
,3480
,4200
,7760
,5720
,7040
,8320
,6560
,4720
,5760
,21360
,4880
,3880
,11320
,5200
,17240
,4200
,6600
,14080
,5360
,5120
,4120
,5960
,2920
,4520
,3920
,3760
,5240
,9680
,9680
,4400
,2960
,11400
,11360
,3080
,4960
,7160
,3400
,8840
,8840
,11800
,8360
,4880
,9360
,3720
,2360
,2880
,3640
,2960
,8840
,6160
,3440
,4320
,3960
,3640
,4520
,6480
,5400
,7320
,4760
,5480
,4120
,2680
,4400
,6520
,3720
,6160
,7600
,6680
,2520
,6600
,11400
,4280
,2800
,16640
,3960
,4600
,4240
,13840
,4440
,5040
,7920
,4960
,4640
,4040
,2760
,9480
,9600
,2160
,5720
,14080
,4400
,10920
,8880
,7200
,3560
,4640
,5160
,8480
,4840
,7560
,5080
,6200
,12280
,6720
,5520
,5200
,4680
,4280
,5440
,5760
,3920
,5360
,2480
,4680
,3720
,7600
,2880
,4520
,8800
,10160
,9880
,4160
,4280
,4000
,3720
,2040
,3760
,7360
,4640
,6840
,2600
,7080
,4120
,7400
,9040
,5400
,7240
,10520
,6880
,5440
,5320
,3720
,4680
,2040
,6680
,6720
,5440
,4280
,3440
,8880
,9520
,3840
,5520
,8160
,6560
,4120
,7000
,6640
,4880
,6800
,3960
,2880
,3160
,4160
,3600
,4080
,4280
,5480
,3920
,8280
,4480
,7800
,2040
,8880
,7560
,3800
,7800
,8560
,3240
,7760
,4360
,4080
,4200
,2800
,5720
,7120
,3600
,7640
,8880
,3800
,1840
,3200
,6640
,8400
,9320
,10080
,2120
,4760
,3720
,4600
,3760
,5680
,2360
,3320
,7600
,4800
,6160
,5240
,9800
,7520
,4360
,5840
,5560
,3600
,5880
,2800
,1960
,6720
,6880
,4880
,6280
,4640
,10040
,5400
,4600
,6720
,5320
,6800
,7040
,7520
,7200
,5120
,3440
,7280
,4520
,2920
,4840
,1800
,7600
,8960
,6480
,7440
,8440
,6000
,6880
,5520
,14960
,6080
,5160
,7320
,4240
,14480
,7400
,6760
,3960
,2520
,4200
,4920
,4760
,4880
,4880
,3680
,6080
,5400
,5680
,2960
,2040
,2920
,2360
,4960
,5800
,5480
,3960
,3040
,5720
,12240
,4200
,7360
,3440
,3960
,4520
,5360
,4120
,7360
,6040
,6200
,6760
,5040
,6920
,4240
,3040
,3840
,5520
,5160
,3320
,3200
,4880
,10560
,10280
,3880
,3600
,5400
,5240
,7280
,5520
,7560
,6040
,3720
,2040
,3120
,6200
,10000
,9160
,2880
,6000
,4720
,9280
,5880
,6200
,4080
,12560
,11200
,5800
,10000
,4920
,2520
,2440
,3160
,6520
,21400
,4920
,6920
,10400
,4160
,12480
,23520
,13080
,3440
,4480
,12160
,3360
,3360
,9200
,4480
,14440
,6720
,7280
,3480
,10440
,6360
,5440
,8880
,4360
,4720
,3640
,4960
,4920
,4800
,2720
,17040
,7640
,18320
,7120
,14760
,3760
,4160
,3760
,9840
,4560
,7360
,8640
,6800
,4000
,8040
,5760
,6360
,4640
,5520
,3560
,4600
,8720
,9960
,27880
,10680
,6560
,4080
,6280
,8000
,8240
,10840
,2880
,10800
,8000
,9040
,4480
,5840
,3600
,5160
,3760
,4160
,5800
,9040
,7640
,14880
,5280
,6000
,6920
,4120
,2360
,4760
,2040
,7880
,7600
,8720
,8160
,14800
,4440
,12920
,5920
,7600
,7680
,9640
,3480
,3160
,9600
,9800
,3320
,7480
,7000
,2880
,5400
,5200
,4360
,7480
,10080
,4360
,5080
,9120
,6600
,5800
,4120
,12920
,5360
,5960
,2040
,6000
,5160
,3440
,8320
,9560
,5400
,1680
,2400
,5240
,9160
,4240
,7560
,5480
,6880
,6280
,4440
,6880
,4560
,5000
,5520
,5120
,4040
,6040
,7360
,4760
,3760
,4440
,3920
,5720
,4240
,2960
,7200
,5920
,6480
,1680
,1680
,7320
,5920
,5160
,3480
,5400
,5040
,4840
,3720
,4320
,4920
,6120
,7360
,1360
,8800
,4960
,5040
,4840
,1840
,7080
,3320
,2240
,5760
,6920
,8240
,4080
,3880
,4880
,7520
,4360
,6600
,5680
,5680
,4840
,6320
,3800
,4280
,8320
,2600
,19960
,5080
,4560
,7240
,3280
,2760
,4800
,4280
,2400
,1760
,7040
,1920
