"Session","StartTime","EndTime"
"RestingBaseline",2018-09-04 15:40:18,2018-09-04 15:44:32
"BaselineWriting",2018-09-04 15:46:00,2018-09-04 15:51:00
"StressCondition",2018-09-04 15:51:26,2018-09-04 15:56:26
"DualTask",2018-09-04 15:59:02,2018-09-04 16:49:02
"Presentation",2018-09-04 16:58:04,2018-09-04 17:01:30
