Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,65.88039,Tue Sep 04 15:40:18.424 2018,319.6394,Tue Sep 04 15:44:32.183 2018
Session 2,4732.297,Tue Sep 04 16:58:04.841 2018,4937.765,Tue Sep 04 17:01:30.309 2018
