Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,97.32916,Wed Jul 25 11:35:50.439 2018,342.6446,Wed Jul 25 11:39:55.754 2018
Session 2,5661.945,Wed Jul 25 13:08:35.054 2018,5747.909,Wed Jul 25 13:10:01.019 2018
