"Session","StartTime","EndTime"
"RestingBaseline",2018-07-24 14:50:00,2018-07-24 14:54:00
"BaselineWriting",2018-07-24 14:54:42,2018-07-24 14:59:42
"StressCondition",2018-07-24 15:00:07,2018-07-24 15:05:07
"DualTask",2018-07-24 15:16:30,2018-07-24 16:06:30
"Presentation",2018-07-24 16:13:32,2018-07-24 16:16:06
