Time,Timestamp,X,Y,Type
8.966,Tue Jul 24 14:48:35.615 2018,1340,734, 0
8.973,Tue Jul 24 14:48:35.622 2018,1341,734, 0
8.981,Tue Jul 24 14:48:35.630 2018,1345,731, 0
8.989,Tue Jul 24 14:48:35.639 2018,1358,720, 0
8.997,Tue Jul 24 14:48:35.646 2018,1385,695, 0
9.005,Tue Jul 24 14:48:35.654 2018,1412,661, 0
9.013,Tue Jul 24 14:48:35.663 2018,1435,628, 0
9.021,Tue Jul 24 14:48:35.670 2018,1451,593, 0
9.029,Tue Jul 24 14:48:35.678 2018,1460,565, 0
9.037,Tue Jul 24 14:48:35.686 2018,1463,542, 0
9.045,Tue Jul 24 14:48:35.694 2018,1463,522, 0
9.053,Tue Jul 24 14:48:35.702 2018,1459,505, 0
9.061,Tue Jul 24 14:48:35.710 2018,1451,492, 0
9.069,Tue Jul 24 14:48:35.718 2018,1440,483, 0
9.077,Tue Jul 24 14:48:35.726 2018,1424,476, 0
9.085,Tue Jul 24 14:48:35.734 2018,1405,475, 0
9.093,Tue Jul 24 14:48:35.742 2018,1384,475, 0
9.101,Tue Jul 24 14:48:35.750 2018,1358,477, 0
9.109,Tue Jul 24 14:48:35.758 2018,1330,485, 0
9.117,Tue Jul 24 14:48:35.766 2018,1292,500, 0
9.125,Tue Jul 24 14:48:35.774 2018,1260,518, 0
9.133,Tue Jul 24 14:48:35.782 2018,1235,537, 0
9.141,Tue Jul 24 14:48:35.790 2018,1218,555, 0
9.149,Tue Jul 24 14:48:35.798 2018,1204,573, 0
9.157,Tue Jul 24 14:48:35.806 2018,1196,590, 0
9.165,Tue Jul 24 14:48:35.814 2018,1191,604, 0
9.173,Tue Jul 24 14:48:35.822 2018,1189,614, 0
9.181,Tue Jul 24 14:48:35.830 2018,1189,625, 0
9.189,Tue Jul 24 14:48:35.838 2018,1190,631, 0
9.197,Tue Jul 24 14:48:35.846 2018,1190,637, 0
9.205,Tue Jul 24 14:48:35.854 2018,1189,642, 0
9.213,Tue Jul 24 14:48:35.863 2018,1188,645, 0
9.221,Tue Jul 24 14:48:35.870 2018,1186,647, 0
9.229,Tue Jul 24 14:48:35.878 2018,1184,648, 0
9.237,Tue Jul 24 14:48:35.886 2018,1183,649, 0
9.245,Tue Jul 24 14:48:35.894 2018,1182,649, 0
9.253,Tue Jul 24 14:48:35.902 2018,1182,648, 0
9.261,Tue Jul 24 14:48:35.910 2018,1182,646, 0
9.269,Tue Jul 24 14:48:35.918 2018,1182,642, 0
9.277,Tue Jul 24 14:48:35.926 2018,1185,639, 0
9.285,Tue Jul 24 14:48:35.934 2018,1186,636, 0
9.293,Tue Jul 24 14:48:35.942 2018,1188,632, 0
9.301,Tue Jul 24 14:48:35.950 2018,1192,629, 0
9.309,Tue Jul 24 14:48:35.958 2018,1195,627, 0
9.317,Tue Jul 24 14:48:35.966 2018,1200,623, 0
9.325,Tue Jul 24 14:48:35.974 2018,1207,620, 0
9.333,Tue Jul 24 14:48:35.982 2018,1214,616, 0
9.341,Tue Jul 24 14:48:35.990 2018,1223,610, 0
9.349,Tue Jul 24 14:48:35.998 2018,1237,603, 0
9.357,Tue Jul 24 14:48:36.006 2018,1261,594, 0
9.365,Tue Jul 24 14:48:36.014 2018,1306,582, 0
9.373,Tue Jul 24 14:48:36.022 2018,1366,571, 0
9.381,Tue Jul 24 14:48:36.030 2018,1449,559, 0
9.389,Tue Jul 24 14:48:36.038 2018,1553,543, 0
9.397,Tue Jul 24 14:48:36.046 2018,1693,517, 0
9.405,Tue Jul 24 14:48:36.054 2018,1833,490, 0
9.413,Tue Jul 24 14:48:36.062 2018,1978,456, 0
9.421,Tue Jul 24 14:48:36.070 2018,2056,423, 0
9.429,Tue Jul 24 14:48:36.078 2018,2024,397, 0
9.437,Tue Jul 24 14:48:36.086 2018,1980,378, 0
9.445,Tue Jul 24 14:48:36.094 2018,1938,373, 0
9.453,Tue Jul 24 14:48:36.102 2018,1925,372, 0
9.461,Tue Jul 24 14:48:36.110 2018,1921,372, 0
9.469,Tue Jul 24 14:48:36.118 2018,1920,372, 0
9.477,Tue Jul 24 14:48:36.126 2018,1919,373, 0
9.485,Tue Jul 24 14:48:36.134 2018,1914,376, 0
9.493,Tue Jul 24 14:48:36.142 2018,1905,380, 0
9.501,Tue Jul 24 14:48:36.150 2018,1891,388, 0
9.509,Tue Jul 24 14:48:36.158 2018,1862,407, 0
9.517,Tue Jul 24 14:48:36.166 2018,1813,439, 0
9.525,Tue Jul 24 14:48:36.174 2018,1744,491, 0
9.533,Tue Jul 24 14:48:36.182 2018,1669,553, 0
9.541,Tue Jul 24 14:48:36.190 2018,1578,634, 0
9.549,Tue Jul 24 14:48:36.198 2018,1498,717, 0
9.557,Tue Jul 24 14:48:36.206 2018,1428,800, 0
9.565,Tue Jul 24 14:48:36.214 2018,1365,885, 0
9.573,Tue Jul 24 14:48:36.222 2018,1312,966, 0
9.581,Tue Jul 24 14:48:36.230 2018,1276,1038, 0
9.589,Tue Jul 24 14:48:36.238 2018,1250,1104, 0
9.597,Tue Jul 24 14:48:36.246 2018,1227,1152, 0
9.605,Tue Jul 24 14:48:36.254 2018,1213,1136, 0
9.613,Tue Jul 24 14:48:36.262 2018,1206,1126, 0
9.621,Tue Jul 24 14:48:36.270 2018,1206,1116, 0
9.629,Tue Jul 24 14:48:36.278 2018,1209,1109, 0
9.637,Tue Jul 24 14:48:36.286 2018,1215,1103, 0
9.645,Tue Jul 24 14:48:36.294 2018,1221,1098, 0
9.653,Tue Jul 24 14:48:36.302 2018,1228,1094, 0
9.661,Tue Jul 24 14:48:36.310 2018,1232,1087, 0
