#KeystrokeID,Time,Timestamp,IsKeyDown,Key
0,425.902,Wed Jun 13 11:22:47.691 2018,0,RSHIFT
1,426.101,Wed Jun 13 11:22:47.890 2018,0,KEY_B
2,426.221,Wed Jun 13 11:22:48.010 2018,1,KEY_B
3,426.301,Wed Jun 13 11:22:48.090 2018,1,RSHIFT
4,426.437,Wed Jun 13 11:22:48.226 2018,0,KEY_Y
5,426.525,Wed Jun 13 11:22:48.314 2018,1,KEY_Y
6,426.565,Wed Jun 13 11:22:48.354 2018,0,SPACE
7,426.701,Wed Jun 13 11:22:48.490 2018,1,SPACE
8,428.565,Wed Jun 13 11:22:50.354 2018,0,KEY_S
9,428.701,Wed Jun 13 11:22:50.490 2018,1,KEY_S
10,428.749,Wed Jun 13 11:22:50.538 2018,0,KEY_O
11,428.901,Wed Jun 13 11:22:50.690 2018,1,KEY_O
12,429.301,Wed Jun 13 11:22:51.090 2018,0,KEY_C
13,429.389,Wed Jun 13 11:22:51.178 2018,1,KEY_C
14,429.501,Wed Jun 13 11:22:51.290 2018,0,KEY_I
15,429.645,Wed Jun 13 11:22:51.434 2018,0,KEY_E
16,429.653,Wed Jun 13 11:22:51.442 2018,1,KEY_I
17,429.773,Wed Jun 13 11:22:51.562 2018,1,KEY_E
18,429.917,Wed Jun 13 11:22:51.706 2018,0,KEY_T
19,430.029,Wed Jun 13 11:22:51.818 2018,1,KEY_T
20,430.133,Wed Jun 13 11:22:51.922 2018,0,KEY_Y
21,430.229,Wed Jun 13 11:22:52.018 2018,1,KEY_Y
22,430.261,Wed Jun 13 11:22:52.050 2018,0,SPACE
23,430.405,Wed Jun 13 11:22:52.194 2018,1,SPACE
24,435.605,Wed Jun 13 11:22:57.394 2018,0,KEY_T
25,435.741,Wed Jun 13 11:22:57.530 2018,1,KEY_T
26,435.829,Wed Jun 13 11:22:57.618 2018,0,KEY_E
27,435.933,Wed Jun 13 11:22:57.722 2018,1,KEY_E
28,436.061,Wed Jun 13 11:22:57.850 2018,0,KEY_A
29,436.189,Wed Jun 13 11:22:57.978 2018,1,KEY_A
30,436.333,Wed Jun 13 11:22:58.122 2018,0,KEY_C
31,436.437,Wed Jun 13 11:22:58.226 2018,1,KEY_C
32,436.485,Wed Jun 13 11:22:58.274 2018,0,KEY_H
33,436.565,Wed Jun 13 11:22:58.354 2018,1,KEY_H
34,436.717,Wed Jun 13 11:22:58.506 2018,0,KEY_I
35,436.885,Wed Jun 13 11:22:58.674 2018,0,KEY_N
36,436.933,Wed Jun 13 11:22:58.722 2018,1,KEY_I
37,437.013,Wed Jun 13 11:22:58.801 2018,0,KEY_G
38,437.021,Wed Jun 13 11:22:58.810 2018,1,KEY_N
39,437.117,Wed Jun 13 11:22:58.906 2018,1,KEY_G
40,437.181,Wed Jun 13 11:22:58.970 2018,0,SPACE
41,437.285,Wed Jun 13 11:22:59.074 2018,0,KEY_T
42,437.293,Wed Jun 13 11:22:59.082 2018,1,SPACE
43,437.381,Wed Jun 13 11:22:59.170 2018,1,KEY_T
44,437.453,Wed Jun 13 11:22:59.242 2018,0,KEY_H
45,437.581,Wed Jun 13 11:22:59.370 2018,1,KEY_H
46,437.629,Wed Jun 13 11:22:59.418 2018,0,KEY_E
47,437.685,Wed Jun 13 11:22:59.474 2018,1,KEY_E
48,437.725,Wed Jun 13 11:22:59.514 2018,0,SPACE
49,437.901,Wed Jun 13 11:22:59.690 2018,1,SPACE
50,438.877,Wed Jun 13 11:23:00.666 2018,0,BACK
51,438.989,Wed Jun 13 11:23:00.778 2018,1,BACK
52,440.717,Wed Jun 13 11:23:02.506 2018,0,KEY_I
53,440.837,Wed Jun 13 11:23:02.626 2018,1,KEY_I
54,440.877,Wed Jun 13 11:23:02.665 2018,0,KEY_R
55,440.973,Wed Jun 13 11:23:02.762 2018,1,KEY_R
56,441.045,Wed Jun 13 11:23:02.834 2018,0,SPACE
57,441.189,Wed Jun 13 11:23:02.978 2018,1,SPACE
58,441.901,Wed Jun 13 11:23:03.690 2018,0,KEY_Y
59,442.013,Wed Jun 13 11:23:03.802 2018,1,KEY_Y
60,442.205,Wed Jun 13 11:23:03.994 2018,0,KEY_P
