Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,5.096693,Fri Jul 27 10:58:56.427 2018,192.966,Fri Jul 27 11:02:04.296 2018
Session 2,4731.828,Fri Jul 27 12:17:43.159 2018,5208.635,Fri Jul 27 12:25:39.966 2018
