1533744183.000000, 1533744183.000000, 1533744183.000000
32.000000, 32.000000, 32.000000
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
2,-62,5
1,-63,5
2,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,4
1,-62,5
1,-62,5
1,-62,5
1,-62,5
2,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
2,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
2,-63,5
1,-62,5
1,-62,5
1,-62,5
2,-62,5
2,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
2,-62,5
1,-62,5
2,-62,5
1,-62,5
1,-62,5
2,-62,5
1,-62,5
1,-62,5
2,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
2,-62,5
1,-62,5
2,-62,5
1,-62,5
2,-62,5
1,-62,5
2,-62,5
1,-62,5
2,-62,5
1,-62,5
1,-62,5
1,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
1,-62,5
2,-62,5
1,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
2,-62,5
1,-62,5
1,-62,5
2,-62,5
2,-62,5
1,-62,5
2,-62,5
2,-62,5
0,-62,5
0,-62,5
2,-63,6
0,-62,5
1,-62,5
0,-62,5
0,-62,5
1,-63,5
1,-62,5
1,-62,5
1,-62,4
1,-62,5
1,-62,5
0,-62,5
0,-62,4
1,-63,5
0,-62,4
-2,-61,4
3,-61,6
0,-62,5
-4,-60,4
-1,-62,5
5,-64,6
-2,-61,4
-2,-61,4
1,-62,6
2,-63,5
-2,-61,5
0,-62,5
3,-63,5
0,-62,5
0,-62,5
1,-63,4
1,-63,5
0,-62,5
0,-62,4
1,-63,5
1,-62,5
0,-62,5
1,-62,5
1,-63,5
0,-62,5
1,-62,4
1,-62,4
1,-63,5
0,-62,5
0,-62,5
0,-62,4
0,-62,4
0,-62,5
1,-63,5
0,-62,5
-2,-61,4
0,-62,5
-1,-62,5
0,-62,4
0,-62,5
0,-62,5
0,-62,5
0,-62,4
-1,-62,4
0,-62,5
0,-62,5
-1,-62,4
0,-62,5
-1,-62,5
-1,-62,5
0,-62,4
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
-1,-62,5
-1,-62,4
0,-63,5
-1,-62,5
0,-62,5
-1,-62,5
0,-63,5
-1,-63,5
-1,-62,5
-1,-62,5
-1,-62,4
-1,-62,5
-1,-62,5
-1,-62,4
-1,-62,5
-1,-62,4
-1,-62,5
-1,-62,5
0,-62,5
-1,-62,5
-1,-62,4
-1,-62,5
-1,-62,4
-1,-63,5
-1,-62,4
-1,-62,5
-1,-62,4
-1,-62,5
-1,-62,5
0,-63,4
-1,-62,5
0,-62,5
0,-62,5
0,-62,5
1,-63,5
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
1,-62,5
1,-63,5
1,-62,5
0,-62,5
1,-62,5
1,-63,5
0,-62,5
1,-62,4
1,-62,4
0,-62,5
1,-62,5
1,-62,5
0,-62,5
1,-62,5
1,-63,5
1,-62,5
1,-62,5
0,-62,4
1,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,4
-1,-62,4
0,-62,5
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-63,5
0,-62,5
-1,-62,5
-1,-62,4
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
-1,-62,4
0,-62,5
-1,-62,5
0,-62,5
-1,-62,4
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
-1,-62,4
0,-62,5
-1,-62,5
0,-62,4
0,-62,6
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
-1,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
0,-62,5
