"Session","StartTime","EndTime"
"RestingBaseline",2018-07-19 13:10:13,2018-07-19 13:14:16
"BaselineWriting",2018-07-19 13:17:35,2018-07-19 13:22:35
"StressCondition",2018-07-19 13:26:01,2018-07-19 13:31:01
"DualTask",2018-07-19 13:33:57,2018-07-19 14:23:57
"Presentation",2018-07-19 14:30:53,2018-07-19 14:32:21
