"Session","StartTime","EndTime"
"RestingBaseline",2018-08-29 08:49:45,2018-08-29 08:52:43
"BaselineWriting",2018-08-29 08:53:50,2018-08-29 08:58:50
"StressCondition",2018-08-29 08:59:53,2018-08-29 09:04:53
"DualTask",2018-08-29 09:06:24,2018-08-29 09:56:24
"Presentation",2018-08-29 10:06:22,2018-08-29 10:08:52
