Frame#,Time,Timestamp,ROI,Breathing
0,0,Mon Aug 13 08:49:20.734 2018,31.18597,-1
2,0.2832433,Mon Aug 13 08:49:21.017 2018,31.19888,-1
3,0.4118993,Mon Aug 13 08:49:21.146 2018,31.23706,-1
4,0.5844379,Mon Aug 13 08:49:21.318 2018,31.25798,-1
5,0.6712066,Mon Aug 13 08:49:21.405 2018,31.2413,-1
6,0.812829,Mon Aug 13 08:49:21.547 2018,31.24113,-1
7,0.9414839,Mon Aug 13 08:49:21.675 2018,31.24815,-1
8,1.070143,Mon Aug 13 08:49:21.804 2018,31.22185,-1
10,1.199793,Mon Aug 13 08:49:21.933 2018,31.2208,-1
11,1.35438,Mon Aug 13 08:49:22.088 2018,31.20731,-1
12,1.481041,Mon Aug 13 08:49:22.215 2018,31.17641,-1
13,1.599723,Mon Aug 13 08:49:22.333 2018,31.14999,-1
14,1.747329,Mon Aug 13 08:49:22.481 2018,31.12597,-1
15,1.880972,Mon Aug 13 08:49:22.615 2018,31.12524,-1
16,2.001649,Mon Aug 13 08:49:22.735 2018,31.1217,-1
17,2.135292,Mon Aug 13 08:49:22.869 2018,31.12975,-1
18,2.280902,Mon Aug 13 08:49:23.015 2018,31.13994,-1
19,2.419533,Mon Aug 13 08:49:23.153 2018,31.18843,-1
21,2.533227,Mon Aug 13 08:49:23.267 2018,31.20252,-1
22,2.66687,Mon Aug 13 08:49:23.401 2018,31.21516,-1
23,2.803505,Mon Aug 13 08:49:23.537 2018,31.20869,-1
24,2.962081,Mon Aug 13 08:49:23.696 2018,31.21963,-1
25,3.067798,Mon Aug 13 08:49:23.801 2018,31.20637,-1
26,3.203436,Mon Aug 13 08:49:23.937 2018,31.2011,-1
27,3.335084,Mon Aug 13 08:49:24.069 2018,31.21719,-1
28,3.472715,Mon Aug 13 08:49:24.206 2018,31.24911,-1
29,3.60237,Mon Aug 13 08:49:24.336 2018,31.26592,-1
31,3.73701,Mon Aug 13 08:49:24.471 2018,31.24782,-1
33,3.88661,Mon Aug 13 08:49:24.620 2018,31.27126,-1
34,4.0023,Mon Aug 13 08:49:24.736 2018,31.25167,-1
