Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,3.472715,Mon Aug 13 08:49:24.206 2018,163.902,Mon Aug 13 08:52:08.108 2018
Session 2,4545.338,Mon Aug 13 10:05:06.072 2018,4643.703,Mon Aug 13 10:06:44.436 2018
