#KeystrokeID,Time,Timestamp,IsKeyDown,Key
0,245.665,Tue Aug 14 10:48:25.981 2018,0,LSHIFT
1,245.984,Tue Aug 14 10:48:26.300 2018,1,LSHIFT
2,246.032,Tue Aug 14 10:48:26.348 2018,0,LSHIFT
3,246.248,Tue Aug 14 10:48:26.563 2018,0,KEY_S
4,246.288,Tue Aug 14 10:48:26.603 2018,1,LSHIFT
5,246.328,Tue Aug 14 10:48:26.644 2018,0,KEY_C
6,246.352,Tue Aug 14 10:48:26.668 2018,1,KEY_S
7,246.4,Tue Aug 14 10:48:26.716 2018,0,KEY_O
8,246.424,Tue Aug 14 10:48:26.740 2018,1,KEY_C
9,246.472,Tue Aug 14 10:48:26.788 2018,1,KEY_O
10,246.896,Tue Aug 14 10:48:27.212 2018,0,KEY_I
11,247.008,Tue Aug 14 10:48:27.323 2018,1,KEY_I
12,247.032,Tue Aug 14 10:48:27.347 2018,0,KEY_E
13,247.072,Tue Aug 14 10:48:27.388 2018,0,KEY_T
14,247.128,Tue Aug 14 10:48:27.444 2018,1,KEY_E
15,247.176,Tue Aug 14 10:48:27.492 2018,1,KEY_T
16,247.312,Tue Aug 14 10:48:27.628 2018,0,KEY_Y
17,247.432,Tue Aug 14 10:48:27.748 2018,1,KEY_Y
18,247.592,Tue Aug 14 10:48:27.908 2018,0,BACK
19,247.68,Tue Aug 14 10:48:27.996 2018,1,BACK
20,247.76,Tue Aug 14 10:48:28.075 2018,0,BACK
21,247.816,Tue Aug 14 10:48:28.132 2018,1,BACK
22,247.896,Tue Aug 14 10:48:28.212 2018,0,BACK
23,247.944,Tue Aug 14 10:48:28.260 2018,1,BACK
24,248.016,Tue Aug 14 10:48:28.332 2018,0,BACK
25,248.08,Tue Aug 14 10:48:28.396 2018,1,BACK
26,248.136,Tue Aug 14 10:48:28.451 2018,0,BACK
27,248.192,Tue Aug 14 10:48:28.508 2018,1,BACK
28,248.48,Tue Aug 14 10:48:28.795 2018,0,BACK
29,248.56,Tue Aug 14 10:48:28.876 2018,1,BACK
30,248.928,Tue Aug 14 10:48:29.243 2018,0,KEY_O
31,248.992,Tue Aug 14 10:48:29.308 2018,1,KEY_O
32,249.016,Tue Aug 14 10:48:29.332 2018,0,KEY_C
33,249.096,Tue Aug 14 10:48:29.412 2018,1,KEY_C
34,249.099,Tue Aug 14 10:48:29.415 2018,0,KEY_I
35,249.152,Tue Aug 14 10:48:29.468 2018,1,KEY_I
36,249.232,Tue Aug 14 10:48:29.548 2018,0,KEY_E
37,249.28,Tue Aug 14 10:48:29.595 2018,0,KEY_T
38,249.32,Tue Aug 14 10:48:29.636 2018,1,KEY_E
39,249.384,Tue Aug 14 10:48:29.700 2018,1,KEY_T
40,249.472,Tue Aug 14 10:48:29.788 2018,0,KEY_Y
41,249.528,Tue Aug 14 10:48:29.844 2018,1,KEY_Y
42,249.576,Tue Aug 14 10:48:29.892 2018,0,SPACE
