Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,7.192197,Tue Aug 14 10:44:27.624 2018,4314.826,Tue Aug 14 11:56:15.258 2018
Session 2,4330.441,Tue Aug 14 11:56:30.874 2018,4843.621,Tue Aug 14 12:05:04.053 2018
