Time,Timestamp,X,Y,Type
4.902,Thu Aug 09 10:51:58.895 2018,1499,278, 0
6.325,Thu Aug 09 10:52:00.318 2018,1499,276, 0
6.333,Thu Aug 09 10:52:00.326 2018,1503,273, 0
6.341,Thu Aug 09 10:52:00.334 2018,1514,267, 0
6.349,Thu Aug 09 10:52:00.342 2018,1531,256, 0
6.357,Thu Aug 09 10:52:00.350 2018,1560,238, 0
6.365,Thu Aug 09 10:52:00.358 2018,1597,211, 0
6.373,Thu Aug 09 10:52:00.366 2018,1642,176, 0
6.381,Thu Aug 09 10:52:00.374 2018,1689,135, 0
6.389,Thu Aug 09 10:52:00.382 2018,1736,91, 0
6.397,Thu Aug 09 10:52:00.390 2018,1774,45, 0
6.405,Thu Aug 09 10:52:00.398 2018,1802,4, 0
6.413,Thu Aug 09 10:52:00.406 2018,1817,-38, 0
6.421,Thu Aug 09 10:52:00.414 2018,1821,-27, 0
6.429,Thu Aug 09 10:52:00.422 2018,1820,-26, 0
6.437,Thu Aug 09 10:52:00.430 2018,1812,-25, 0
6.445,Thu Aug 09 10:52:00.439 2018,1804,-16, 0
6.453,Thu Aug 09 10:52:00.447 2018,1796,-13, 0
6.461,Thu Aug 09 10:52:00.455 2018,1786,-9, 0
6.469,Thu Aug 09 10:52:00.463 2018,1775,-7, 0
6.477,Thu Aug 09 10:52:00.471 2018,1763,-4, 0
6.485,Thu Aug 09 10:52:00.478 2018,1751,-2, 0
6.493,Thu Aug 09 10:52:00.486 2018,1738,1, 0
6.501,Thu Aug 09 10:52:00.494 2018,1726,7, 0
6.509,Thu Aug 09 10:52:00.502 2018,1713,10, 0
6.517,Thu Aug 09 10:52:00.510 2018,1699,13, 0
6.525,Thu Aug 09 10:52:00.518 2018,1681,17, 0
6.533,Thu Aug 09 10:52:00.526 2018,1661,18, 0
6.542,Thu Aug 09 10:52:00.534 2018,1630,18, 0
6.549,Thu Aug 09 10:52:00.542 2018,1594,18, 0
6.557,Thu Aug 09 10:52:00.550 2018,1551,15, 0
6.565,Thu Aug 09 10:52:00.558 2018,1500,7, 0
6.573,Thu Aug 09 10:52:00.566 2018,1445,-1, 0
6.581,Thu Aug 09 10:52:00.574 2018,1382,-8, 0
6.589,Thu Aug 09 10:52:00.582 2018,1308,-6, 0
6.597,Thu Aug 09 10:52:00.590 2018,1209,-6, 0
6.605,Thu Aug 09 10:52:00.598 2018,1120,-3, 0
6.614,Thu Aug 09 10:52:00.606 2018,1030,0, 0
6.622,Thu Aug 09 10:52:00.614 2018,953,2, 0
6.63,Thu Aug 09 10:52:00.622 2018,883,5, 0
6.637,Thu Aug 09 10:52:00.631 2018,825,7, 0
6.645,Thu Aug 09 10:52:00.639 2018,775,12, 0
6.653,Thu Aug 09 10:52:00.647 2018,734,12, 0
6.661,Thu Aug 09 10:52:00.655 2018,697,12, 0
6.669,Thu Aug 09 10:52:00.663 2018,671,11, 0
6.677,Thu Aug 09 10:52:00.670 2018,651,11, 0
6.685,Thu Aug 09 10:52:00.678 2018,636,11, 0
6.693,Thu Aug 09 10:52:00.686 2018,623,10, 0
6.701,Thu Aug 09 10:52:00.694 2018,615,8, 0
6.709,Thu Aug 09 10:52:00.702 2018,609,8, 0
6.718,Thu Aug 09 10:52:00.710 2018,605,8, 0
6.83,Thu Aug 09 10:52:00.822 2018,605,8, 0
6.837,Thu Aug 09 10:52:00.831 2018,604,7, 0
6.846,Thu Aug 09 10:52:00.839 2018,604,5, 0
6.853,Thu Aug 09 10:52:00.847 2018,604,3, 0
