Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,2.24699,Fri Sep 07 13:42:28.770 2018,172.1476,Fri Sep 07 13:45:18.671 2018
Session 2,4485.381,Fri Sep 07 14:57:11.904 2018,4671.968,Fri Sep 07 15:00:18.491 2018
