Time,Timestamp,LeftClick,RightClick,LeftSide,RightSide
4.721,Sat Jun 30 10:39:27.453 2018,127,64,0,17,
4.746,Sat Jun 30 10:39:27.478 2018,128,64,0,17,
4.77,Sat Jun 30 10:39:27.503 2018,129,64,0,17,
4.796,Sat Jun 30 10:39:27.528 2018,128,64,0,17,
4.822,Sat Jun 30 10:39:27.554 2018,128,64,0,17,
4.847,Sat Jun 30 10:39:27.579 2018,128,64,0,17,
4.872,Sat Jun 30 10:39:27.604 2018,128,64,0,17,
4.897,Sat Jun 30 10:39:27.629 2018,129,64,0,17,
4.922,Sat Jun 30 10:39:27.654 2018,128,64,0,17,
4.947,Sat Jun 30 10:39:27.678 2018,127,63,0,16,
4.972,Sat Jun 30 10:39:27.703 2018,129,65,0,17,
4.983,Sat Jun 30 10:39:27.715 2018,129,65,0,17,
4.986,Sat Jun 30 10:39:27.717 2018,129,65,0,17,
4.988,Sat Jun 30 10:39:27.720 2018,129,65,0,17,
4.991,Sat Jun 30 10:39:27.722 2018,127,65,0,17,
4.993,Sat Jun 30 10:39:27.725 2018,131,64,0,17,
4.995,Sat Jun 30 10:39:27.727 2018,129,65,0,17,
4.998,Sat Jun 30 10:39:27.729 2018,129,64,1,17,
5.001,Sat Jun 30 10:39:27.733 2018,0,0,0,0,
5.003,Sat Jun 30 10:39:27.735 2018,0,0,0,0,
5.019,Sat Jun 30 10:39:27.751 2018,0,0,0,0,
5.044,Sat Jun 30 10:39:27.776 2018,0,0,0,0,
5.069,Sat Jun 30 10:39:27.801 2018,0,0,0,0,
5.094,Sat Jun 30 10:39:27.826 2018,0,0,0,0,
5.119,Sat Jun 30 10:39:27.851 2018,0,0,0,0,
5.144,Sat Jun 30 10:39:27.877 2018,0,0,0,0,
5.152,Sat Jun 30 10:39:27.884 2018,0,0,0,0,
5.154,Sat Jun 30 10:39:27.886 2018,0,0,0,0,
5.157,Sat Jun 30 10:39:27.889 2018,0,0,0,0,
5.16,Sat Jun 30 10:39:27.892 2018,0,0,0,0,
5.163,Sat Jun 30 10:39:27.895 2018,0,0,0,0,
5.167,Sat Jun 30 10:39:27.900 2018,0,0,0,0,
5.17,Sat Jun 30 10:39:27.902 2018,0,0,0,0,
5.172,Sat Jun 30 10:39:27.904 2018,0,0,0,0,
5.176,Sat Jun 30 10:39:27.908 2018,0,0,0,0,
5.178,Sat Jun 30 10:39:27.910 2018,0,0,0,0,
5.18,Sat Jun 30 10:39:27.913 2018,0,0,0,0,
5.183,Sat Jun 30 10:39:27.915 2018,0,0,0,0,
5.191,Sat Jun 30 10:39:27.923 2018,0,0,0,0,
5.216,Sat Jun 30 10:39:27.948 2018,0,0,0,0,
5.241,Sat Jun 30 10:39:27.973 2018,0,0,0,0,
5.265,Sat Jun 30 10:39:27.998 2018,0,0,0,0,
5.29,Sat Jun 30 10:39:28.023 2018,0,0,0,0,
5.316,Sat Jun 30 10:39:28.047 2018,0,0,0,0,
5.338,Sat Jun 30 10:39:28.070 2018,0,0,0,0,
5.341,Sat Jun 30 10:39:28.073 2018,0,0,0,0,
5.344,Sat Jun 30 10:39:28.075 2018,0,0,0,0,
5.346,Sat Jun 30 10:39:28.078 2018,0,0,0,0,
5.348,Sat Jun 30 10:39:28.080 2018,0,0,0,0,
5.351,Sat Jun 30 10:39:28.082 2018,0,0,0,0,
5.353,Sat Jun 30 10:39:28.085 2018,0,0,0,0,
5.356,Sat Jun 30 10:39:28.087 2018,0,0,0,0,
5.358,Sat Jun 30 10:39:28.090 2018,0,0,0,0,
5.361,Sat Jun 30 10:39:28.092 2018,0,0,0,0,
5.363,Sat Jun 30 10:39:28.094 2018,0,0,0,0,
5.366,Sat Jun 30 10:39:28.097 2018,0,0,0,0,
5.379,Sat Jun 30 10:39:28.111 2018,0,0,0,0,
5.404,Sat Jun 30 10:39:28.136 2018,0,0,0,0,
5.429,Sat Jun 30 10:39:28.161 2018,0,0,0,0,
5.454,Sat Jun 30 10:39:28.186 2018,0,0,0,0,
5.479,Sat Jun 30 10:39:28.211 2018,0,0,0,0,
5.504,Sat Jun 30 10:39:28.236 2018,0,0,0,0,
5.529,Sat Jun 30 10:39:28.261 2018,0,0,0,0,
5.556,Sat Jun 30 10:39:28.288 2018,0,0,0,0,
5.581,Sat Jun 30 10:39:28.313 2018,0,0,0,0,
5.605,Sat Jun 30 10:39:28.338 2018,0,0,0,0,
5.63,Sat Jun 30 10:39:28.363 2018,0,0,0,0,
5.655,Sat Jun 30 10:39:28.388 2018,0,0,0,0,
5.68,Sat Jun 30 10:39:28.412 2018,0,0,0,0,
5.705,Sat Jun 30 10:39:28.437 2018,0,0,0,0,
5.716,Sat Jun 30 10:39:28.447 2018,0,0,0,0,
5.719,Sat Jun 30 10:39:28.450 2018,0,0,0,0,
5.721,Sat Jun 30 10:39:28.453 2018,0,0,0,0,
5.724,Sat Jun 30 10:39:28.455 2018,0,0,0,0,
5.726,Sat Jun 30 10:39:28.458 2018,0,0,0,0,
5.729,Sat Jun 30 10:39:28.461 2018,0,0,0,0,
5.732,Sat Jun 30 10:39:28.464 2018,0,0,0,0,
5.735,Sat Jun 30 10:39:28.466 2018,0,0,0,0,
5.737,Sat Jun 30 10:39:28.469 2018,0,0,0,0,
5.739,Sat Jun 30 10:39:28.471 2018,0,0,0,0,
5.743,Sat Jun 30 10:39:28.474 2018,0,0,0,0,
5.753,Sat Jun 30 10:39:28.485 2018,0,0,0,0,
5.778,Sat Jun 30 10:39:28.510 2018,0,0,0,0,
5.803,Sat Jun 30 10:39:28.535 2018,0,0,0,0,
5.828,Sat Jun 30 10:39:28.560 2018,0,0,0,0,
5.853,Sat Jun 30 10:39:28.585 2018,0,0,0,0,
5.878,Sat Jun 30 10:39:28.610 2018,0,0,0,0,
5.903,Sat Jun 30 10:39:28.635 2018,0,0,0,0,
5.908,Sat Jun 30 10:39:28.640 2018,0,0,0,0,
5.911,Sat Jun 30 10:39:28.643 2018,0,0,0,0,
5.914,Sat Jun 30 10:39:28.646 2018,0,0,0,0,
5.918,Sat Jun 30 10:39:28.650 2018,0,0,0,0,
5.931,Sat Jun 30 10:39:28.663 2018,0,0,0,0,
5.935,Sat Jun 30 10:39:28.667 2018,0,0,0,0,
5.938,Sat Jun 30 10:39:28.670 2018,0,0,0,0,
5.941,Sat Jun 30 10:39:28.674 2018,0,0,0,0,
5.945,Sat Jun 30 10:39:28.677 2018,0,0,0,0,
5.949,Sat Jun 30 10:39:28.681 2018,0,0,0,0,
5.952,Sat Jun 30 10:39:28.685 2018,0,0,0,0,
5.956,Sat Jun 30 10:39:28.689 2018,0,0,0,0,
5.959,Sat Jun 30 10:39:28.691 2018,0,0,0,0,
5.976,Sat Jun 30 10:39:28.708 2018,0,0,0,0,
6,Sat Jun 30 10:39:28.733 2018,0,0,0,0,
6.025,Sat Jun 30 10:39:28.758 2018,0,0,0,0,
6.05,Sat Jun 30 10:39:28.782 2018,0,0,0,0,
6.075,Sat Jun 30 10:39:28.807 2018,0,0,0,0,
6.102,Sat Jun 30 10:39:28.833 2018,0,0,0,0,
6.127,Sat Jun 30 10:39:28.858 2018,0,0,0,0,
6.152,Sat Jun 30 10:39:28.883 2018,0,0,0,0,
6.177,Sat Jun 30 10:39:28.909 2018,0,0,0,0,
6.202,Sat Jun 30 10:39:28.934 2018,0,0,0,0,
6.227,Sat Jun 30 10:39:28.959 2018,0,0,0,0,
6.252,Sat Jun 30 10:39:28.984 2018,0,0,0,0,
6.278,Sat Jun 30 10:39:29.010 2018,0,0,0,0,
6.287,Sat Jun 30 10:39:29.019 2018,0,0,0,0,
6.29,Sat Jun 30 10:39:29.022 2018,0,0,0,0,
6.293,Sat Jun 30 10:39:29.025 2018,0,0,0,0,
6.296,Sat Jun 30 10:39:29.028 2018,0,0,0,0,
6.299,Sat Jun 30 10:39:29.031 2018,0,0,0,0,
6.303,Sat Jun 30 10:39:29.035 2018,0,0,0,0,
6.306,Sat Jun 30 10:39:29.038 2018,0,0,0,0,
6.311,Sat Jun 30 10:39:29.043 2018,0,0,0,0,
6.314,Sat Jun 30 10:39:29.046 2018,0,0,0,0,
6.317,Sat Jun 30 10:39:29.049 2018,0,0,0,0,
6.32,Sat Jun 30 10:39:29.052 2018,0,0,0,0,
6.325,Sat Jun 30 10:39:29.057 2018,0,0,0,0,
6.328,Sat Jun 30 10:39:29.060 2018,0,0,0,0,
6.35,Sat Jun 30 10:39:29.083 2018,0,0,0,0,
6.376,Sat Jun 30 10:39:29.108 2018,0,0,0,0,
6.4,Sat Jun 30 10:39:29.133 2018,0,0,0,0,
6.426,Sat Jun 30 10:39:29.158 2018,0,0,0,0,
6.45,Sat Jun 30 10:39:29.182 2018,0,0,0,0,
6.475,Sat Jun 30 10:39:29.207 2018,0,0,0,0,
6.487,Sat Jun 30 10:39:29.219 2018,0,0,0,0,
6.491,Sat Jun 30 10:39:29.222 2018,0,0,0,0,
6.494,Sat Jun 30 10:39:29.226 2018,0,0,0,0,
6.498,Sat Jun 30 10:39:29.230 2018,0,0,0,0,
6.502,Sat Jun 30 10:39:29.234 2018,0,0,0,0,
6.505,Sat Jun 30 10:39:29.237 2018,0,0,0,0,
6.509,Sat Jun 30 10:39:29.241 2018,0,0,0,0,
6.513,Sat Jun 30 10:39:29.245 2018,0,0,0,0,
6.516,Sat Jun 30 10:39:29.248 2018,0,0,0,0,
6.519,Sat Jun 30 10:39:29.251 2018,0,0,0,0,
6.527,Sat Jun 30 10:39:29.258 2018,0,0,0,0,
6.552,Sat Jun 30 10:39:29.284 2018,0,0,0,0,
6.577,Sat Jun 30 10:39:29.309 2018,0,0,0,0,
6.602,Sat Jun 30 10:39:29.334 2018,0,0,0,0,
6.627,Sat Jun 30 10:39:29.359 2018,0,0,0,0,
6.652,Sat Jun 30 10:39:29.384 2018,0,0,0,0,
6.678,Sat Jun 30 10:39:29.410 2018,0,0,0,0,
6.703,Sat Jun 30 10:39:29.435 2018,0,0,0,0,
6.728,Sat Jun 30 10:39:29.460 2018,0,0,0,0,
6.753,Sat Jun 30 10:39:29.485 2018,0,0,0,0,
6.778,Sat Jun 30 10:39:29.510 2018,0,0,0,0,
6.803,Sat Jun 30 10:39:29.534 2018,0,0,0,0,
6.828,Sat Jun 30 10:39:29.560 2018,0,0,0,0,
6.852,Sat Jun 30 10:39:29.584 2018,0,0,0,0,
6.855,Sat Jun 30 10:39:29.586 2018,0,0,0,0,
6.858,Sat Jun 30 10:39:29.589 2018,0,0,0,0,
6.861,Sat Jun 30 10:39:29.593 2018,0,0,0,0,
6.864,Sat Jun 30 10:39:29.596 2018,0,0,0,0,
6.868,Sat Jun 30 10:39:29.599 2018,0,0,0,0,
6.871,Sat Jun 30 10:39:29.603 2018,0,0,0,0,
6.874,Sat Jun 30 10:39:29.606 2018,0,0,0,0,
6.877,Sat Jun 30 10:39:29.609 2018,0,0,0,0,
6.88,Sat Jun 30 10:39:29.612 2018,0,0,0,0,
6.883,Sat Jun 30 10:39:29.615 2018,0,0,0,0,
6.886,Sat Jun 30 10:39:29.617 2018,0,0,0,0,
6.892,Sat Jun 30 10:39:29.623 2018,0,0,0,0,
6.898,Sat Jun 30 10:39:29.630 2018,0,0,0,0,
6.923,Sat Jun 30 10:39:29.655 2018,0,0,0,0,
6.948,Sat Jun 30 10:39:29.680 2018,0,0,0,0,
6.973,Sat Jun 30 10:39:29.705 2018,0,0,0,0,
6.998,Sat Jun 30 10:39:29.730 2018,0,0,0,0,
7.023,Sat Jun 30 10:39:29.755 2018,0,0,0,0,
7.031,Sat Jun 30 10:39:29.763 2018,0,0,0,0,
7.033,Sat Jun 30 10:39:29.765 2018,0,0,0,0,
7.036,Sat Jun 30 10:39:29.768 2018,0,0,0,0,
