Time,BreathingWaveform
19/07/2018 10:36:00.445,7234662
19/07/2018 10:36:00.485,7235018
19/07/2018 10:36:00.525,7235018
19/07/2018 10:36:00.565,7236189
19/07/2018 10:36:00.605,7236189
19/07/2018 10:36:00.645,7237208
19/07/2018 10:36:00.685,7249120
19/07/2018 10:36:00.725,7249833
19/07/2018 10:36:00.765,7258132
19/07/2018 10:36:00.805,7260983
19/07/2018 10:36:00.845,7259354
19/07/2018 10:36:00.885,7259404
19/07/2018 10:36:00.925,7260677
19/07/2018 10:36:00.965,7260626
19/07/2018 10:36:01.005,7259761
19/07/2018 10:36:01.045,7258845
19/07/2018 10:36:01.085,7257877
19/07/2018 10:36:01.125,7258845
19/07/2018 10:36:01.165,7257114
19/07/2018 10:36:01.205,7256859
19/07/2018 10:36:01.245,7257368
19/07/2018 10:36:01.285,7258845
19/07/2018 10:36:01.325,7258539
19/07/2018 10:36:01.365,7258234
19/07/2018 10:36:01.405,7256554
19/07/2018 10:36:01.445,7255077
19/07/2018 10:36:01.485,7253041
19/07/2018 10:36:01.525,7251717
19/07/2018 10:36:01.565,7247288
19/07/2018 10:36:01.605,7245099
19/07/2018 10:36:01.645,7242298
19/07/2018 10:36:01.685,7239957
19/07/2018 10:36:01.725,7240669
19/07/2018 10:36:01.765,7243164
19/07/2018 10:36:01.805,7246168
19/07/2018 10:36:01.845,7275645
19/07/2018 10:36:01.885,7324672
19/07/2018 10:36:01.925,7387904
19/07/2018 10:36:01.965,7423185
19/07/2018 10:36:02.005,7435811
19/07/2018 10:36:02.045,7430822
19/07/2018 10:36:02.085,7423287
19/07/2018 10:36:02.125,7420487
19/07/2018 10:36:02.165,7420283
19/07/2018 10:36:02.205,7430414
19/07/2018 10:36:02.245,7415548
19/07/2018 10:36:02.285,7413257
19/07/2018 10:36:02.325,7406537
19/07/2018 10:36:02.365,7410508
19/07/2018 10:36:02.405,7412137
19/07/2018 10:36:02.445,7412035
19/07/2018 10:36:02.485,7419672
19/07/2018 10:36:02.525,7423236
19/07/2018 10:36:02.565,7430771
19/07/2018 10:36:02.605,7440138
19/07/2018 10:36:02.645,7446553
19/07/2018 10:36:02.685,7451542
19/07/2018 10:36:02.725,7458161
19/07/2018 10:36:02.765,7465237
19/07/2018 10:36:02.805,7466306
19/07/2018 10:36:02.845,7471550
19/07/2018 10:36:02.885,7464779
19/07/2018 10:36:02.925,7455564
19/07/2018 10:36:02.965,7455055
19/07/2018 10:36:03.005,7453935
19/07/2018 10:36:03.045,7451084
19/07/2018 10:36:03.085,7443295
19/07/2018 10:36:03.125,7433265
19/07/2018 10:36:03.165,7421912
19/07/2018 10:36:03.205,7422370
19/07/2018 10:36:03.245,7423999
19/07/2018 10:36:03.285,7422269
19/07/2018 10:36:03.325,7422421
19/07/2018 10:36:03.365,7421199
19/07/2018 10:36:03.405,7426647
19/07/2018 10:36:03.445,7425221
19/07/2018 10:36:03.485,7426239
19/07/2018 10:36:03.525,7423134
19/07/2018 10:36:03.565,7421657
19/07/2018 10:36:03.605,7427105
19/07/2018 10:36:03.645,7430923
19/07/2018 10:36:03.685,7441003
19/07/2018 10:36:03.725,7445382
19/07/2018 10:36:03.765,7454240
19/07/2018 10:36:03.805,7458975
19/07/2018 10:36:03.845,7453375
19/07/2018 10:36:03.885,7443651
19/07/2018 10:36:03.925,7434843
19/07/2018 10:36:03.965,7414123
19/07/2018 10:36:04.005,7386529
19/07/2018 10:36:04.045,7349364
19/07/2018 10:36:04.085,7316730
19/07/2018 10:36:04.125,7290053
19/07/2018 10:36:04.165,7272285
19/07/2018 10:36:04.205,7264241
19/07/2018 10:36:04.245,7260983
19/07/2018 10:36:04.285,7259354
19/07/2018 10:36:04.325,7259557
19/07/2018 10:36:04.365,7261034
19/07/2018 10:36:04.405,7263732
19/07/2018 10:36:04.445,7265972
19/07/2018 10:36:04.485,7273100
19/07/2018 10:36:04.525,7275543
19/07/2018 10:36:04.565,7277427
19/07/2018 10:36:04.605,7273914
19/07/2018 10:36:04.645,7270147
19/07/2018 10:36:04.685,7265870
19/07/2018 10:36:04.725,7259557
19/07/2018 10:36:04.765,7250495
19/07/2018 10:36:04.805,7251666
19/07/2018 10:36:04.845,7250291
19/07/2018 10:36:04.885,7250088
19/07/2018 10:36:04.925,7245658
19/07/2018 10:36:04.965,7248866
19/07/2018 10:36:05.005,7256299
19/07/2018 10:36:05.045,7261644
19/07/2018 10:36:05.085,7267856
19/07/2018 10:36:05.125,7274627
19/07/2018 10:36:05.165,7280074
19/07/2018 10:36:05.205,7284656
19/07/2018 10:36:05.245,7285929
19/07/2018 10:36:05.285,7283587
19/07/2018 10:36:05.325,7282416
19/07/2018 10:36:05.365,7280889
19/07/2018 10:36:05.405,7280532
19/07/2018 10:36:05.445,7279005
19/07/2018 10:36:05.485,7275696
19/07/2018 10:36:05.525,7275136
19/07/2018 10:36:05.565,7276409
19/07/2018 10:36:05.605,7278801
19/07/2018 10:36:05.645,7280991
19/07/2018 10:36:05.685,7281042
19/07/2018 10:36:05.725,7280889
19/07/2018 10:36:05.765,7280074
19/07/2018 10:36:05.805,7281195
19/07/2018 10:36:05.845,7282263
19/07/2018 10:36:05.885,7282060
19/07/2018 10:36:05.925,7284758
19/07/2018 10:36:05.965,7288322
19/07/2018 10:36:06.005,7287813
19/07/2018 10:36:06.045,7287965
19/07/2018 10:36:06.085,7285827
19/07/2018 10:36:06.125,7283689
19/07/2018 10:36:06.165,7280991
19/07/2018 10:36:06.205,7276052
19/07/2018 10:36:06.245,7269892
19/07/2018 10:36:06.285,7264648
19/07/2018 10:36:06.325,7252175
19/07/2018 10:36:06.365,7251666
19/07/2018 10:36:06.405,7247797
19/07/2018 10:36:06.445,7243469
19/07/2018 10:36:06.485,7241178
19/07/2018 10:36:06.525,7238785
19/07/2018 10:36:06.565,7237615
19/07/2018 10:36:06.605,7235884
19/07/2018 10:36:06.645,7233949
19/07/2018 10:36:06.685,7227432
19/07/2018 10:36:06.725,7230844
19/07/2018 10:36:06.765,7229825
19/07/2018 10:36:06.805,7228094
19/07/2018 10:36:06.845,7228705
19/07/2018 10:36:06.885,7230996
19/07/2018 10:36:06.925,7229876
19/07/2018 10:36:06.965,7235935
19/07/2018 10:36:07.005,7238837
19/07/2018 10:36:07.045,7240058
19/07/2018 10:36:07.085,7242655
19/07/2018 10:36:07.125,7245811
19/07/2018 10:36:07.165,7245608
19/07/2018 10:36:07.205,7245608
19/07/2018 10:36:07.245,7245353
19/07/2018 10:36:07.285,7244640
19/07/2018 10:36:07.325,7245608
19/07/2018 10:36:07.365,7245455
19/07/2018 10:36:07.405,7247542
19/07/2018 10:36:07.445,7249528
19/07/2018 10:36:07.485,7250648
19/07/2018 10:36:07.525,7248560
19/07/2018 10:36:07.565,7249528
19/07/2018 10:36:07.605,7249222
19/07/2018 10:36:07.645,7248764
19/07/2018 10:36:07.685,7248001
19/07/2018 10:36:07.725,7250851
19/07/2018 10:36:07.765,7254975
19/07/2018 10:36:07.805,7258997
19/07/2018 10:36:07.845,7262154
19/07/2018 10:36:07.885,7266074
19/07/2018 10:36:07.925,7262052
19/07/2018 10:36:07.965,7263987
19/07/2018 10:36:08.005,7261950
19/07/2018 10:36:08.045,7260372
19/07/2018 10:36:08.085,7258641
19/07/2018 10:36:08.125,7250393
19/07/2018 10:36:08.165,7245862
19/07/2018 10:36:08.205,7241331
19/07/2018 10:36:08.245,7238327
19/07/2018 10:36:08.285,7235578
19/07/2018 10:36:08.325,7234764
19/07/2018 10:36:08.365,7234255
19/07/2018 10:36:08.405,7233389
19/07/2018 10:36:08.445,7233542
19/07/2018 10:36:08.485,7237208
19/07/2018 10:36:08.525,7249477
19/07/2018 10:36:08.565,7255739
