Time,Timestamp,LeftClick,RightClick,LeftSide,RightSide
4.693,Mon Jul 02 10:44:49.669 2018,49,28,0,0,
4.699,Mon Jul 02 10:44:49.675 2018,49,28,0,0,
4.714,Mon Jul 02 10:44:49.690 2018,49,29,0,0,
4.72,Mon Jul 02 10:44:49.696 2018,49,29,0,0,
4.735,Mon Jul 02 10:44:49.711 2018,49,28,0,0,
4.743,Mon Jul 02 10:44:49.719 2018,49,28,0,0,
4.764,Mon Jul 02 10:44:49.740 2018,49,29,0,1,
4.766,Mon Jul 02 10:44:49.743 2018,49,31,0,0,
4.78,Mon Jul 02 10:44:49.757 2018,50,30,0,0,
4.791,Mon Jul 02 10:44:49.768 2018,50,30,0,0,
4.803,Mon Jul 02 10:44:49.779 2018,50,30,0,0,
4.813,Mon Jul 02 10:44:49.789 2018,51,31,0,0,
4.823,Mon Jul 02 10:44:49.799 2018,50,30,0,0,
4.832,Mon Jul 02 10:44:49.809 2018,50,31,0,0,
4.85,Mon Jul 02 10:44:49.827 2018,49,31,0,0,
4.858,Mon Jul 02 10:44:49.834 2018,49,31,0,0,
4.867,Mon Jul 02 10:44:49.843 2018,0,0,0,0,
4.876,Mon Jul 02 10:44:49.852 2018,0,0,0,0,
4.891,Mon Jul 02 10:44:49.867 2018,0,0,0,0,
4.898,Mon Jul 02 10:44:49.873 2018,0,0,0,0,
4.922,Mon Jul 02 10:44:49.898 2018,0,0,0,0,
4.933,Mon Jul 02 10:44:49.908 2018,0,0,0,0,
4.936,Mon Jul 02 10:44:49.912 2018,0,0,0,0,
4.966,Mon Jul 02 10:44:49.942 2018,0,0,0,0,
4.969,Mon Jul 02 10:44:49.945 2018,0,0,0,0,
4.971,Mon Jul 02 10:44:49.947 2018,0,0,0,0,
4.976,Mon Jul 02 10:44:49.952 2018,0,0,0,0,
4.981,Mon Jul 02 10:44:49.957 2018,0,0,0,0,
4.999,Mon Jul 02 10:44:49.975 2018,0,0,0,0,
5.003,Mon Jul 02 10:44:49.979 2018,0,0,0,0,
5.01,Mon Jul 02 10:44:49.986 2018,0,0,0,0,
5.02,Mon Jul 02 10:44:49.996 2018,0,0,0,0,
5.049,Mon Jul 02 10:44:50.025 2018,0,0,0,0,
5.052,Mon Jul 02 10:44:50.028 2018,0,0,0,0,
5.056,Mon Jul 02 10:44:50.032 2018,0,0,0,0,
5.07,Mon Jul 02 10:44:50.046 2018,0,0,0,0,
5.073,Mon Jul 02 10:44:50.049 2018,0,0,0,0,
5.089,Mon Jul 02 10:44:50.065 2018,0,0,0,0,
5.092,Mon Jul 02 10:44:50.068 2018,0,0,0,0,
5.1,Mon Jul 02 10:44:50.076 2018,0,0,0,0,
5.114,Mon Jul 02 10:44:50.090 2018,0,0,0,0,
5.121,Mon Jul 02 10:44:50.098 2018,0,0,0,0,
5.131,Mon Jul 02 10:44:50.108 2018,0,0,0,0,
5.156,Mon Jul 02 10:44:50.133 2018,0,0,0,0,
5.159,Mon Jul 02 10:44:50.136 2018,0,0,0,0,
5.162,Mon Jul 02 10:44:50.138 2018,0,0,0,0,
5.176,Mon Jul 02 10:44:50.153 2018,0,0,0,0,
5.181,Mon Jul 02 10:44:50.158 2018,0,0,0,0,
5.196,Mon Jul 02 10:44:50.173 2018,0,0,0,0,
5.211,Mon Jul 02 10:44:50.188 2018,0,0,0,0,
5.214,Mon Jul 02 10:44:50.190 2018,0,0,0,0,
5.223,Mon Jul 02 10:44:50.199 2018,0,0,0,0,
