Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,3.583419,Mon Jul 02 10:46:18.857 2018,167.6152,Mon Jul 02 10:49:02.889 2018
Session 2,4565.601,Mon Jul 02 12:02:20.874 2018,4691.728,Mon Jul 02 12:04:27.001 2018
