Time,BreathingWaveform
30/07/2018 10:33:56.451,7479390
30/07/2018 10:33:56.491,7474758
30/07/2018 10:33:56.531,7474758
30/07/2018 10:33:56.571,7479390
30/07/2018 10:33:56.611,7479390
30/07/2018 10:33:56.651,7478474
30/07/2018 10:33:56.691,7478372
30/07/2018 10:33:56.731,7479136
30/07/2018 10:33:56.771,7479136
30/07/2018 10:33:56.811,7479492
30/07/2018 10:33:56.851,7481427
30/07/2018 10:33:56.891,7479798
30/07/2018 10:33:56.931,7481732
30/07/2018 10:33:56.971,7484838
30/07/2018 10:33:57.011,7484685
30/07/2018 10:33:57.051,7482292
30/07/2018 10:33:57.091,7472314
30/07/2018 10:33:57.131,7459332
30/07/2018 10:33:57.171,7447011
30/07/2018 10:33:57.211,7448488
30/07/2018 10:33:57.251,7458211
30/07/2018 10:33:57.291,7462997
30/07/2018 10:33:57.331,7459484
30/07/2018 10:33:57.371,7453731
30/07/2018 10:33:57.411,7446858
30/07/2018 10:33:57.451,7428530
30/07/2018 10:33:57.491,7420639
30/07/2018 10:33:57.531,7414530
30/07/2018 10:33:57.571,7400580
30/07/2018 10:33:57.611,7401599
30/07/2018 10:33:57.651,7402311
30/07/2018 10:33:57.691,7402871
30/07/2018 10:33:57.731,7403635
30/07/2018 10:33:57.771,7405722
30/07/2018 10:33:57.811,7408777
30/07/2018 10:33:57.851,7408166
30/07/2018 10:33:57.891,7407199
30/07/2018 10:33:57.931,7406283
30/07/2018 10:33:57.971,7405671
30/07/2018 10:33:58.011,7405620
30/07/2018 10:33:58.051,7404908
30/07/2018 10:33:58.091,7402566
30/07/2018 10:33:58.131,7403431
30/07/2018 10:33:58.171,7402871
30/07/2018 10:33:58.211,7401293
30/07/2018 10:33:58.251,7400275
30/07/2018 10:33:58.291,7400071
30/07/2018 10:33:58.331,7399257
30/07/2018 10:33:58.371,7399155
30/07/2018 10:33:58.411,7400377
30/07/2018 10:33:58.451,7400224
30/07/2018 10:33:58.491,7400428
30/07/2018 10:33:58.531,7401802
30/07/2018 10:33:58.571,7401802
30/07/2018 10:33:58.611,7401700
30/07/2018 10:33:58.651,7401395
30/07/2018 10:33:58.691,7400631
30/07/2018 10:33:58.731,7400784
30/07/2018 10:33:58.771,7400275
30/07/2018 10:33:58.811,7400071
30/07/2018 10:33:58.851,7399613
30/07/2018 10:33:58.891,7399511
30/07/2018 10:33:58.931,7399664
30/07/2018 10:33:58.971,7398798
30/07/2018 10:33:59.011,7397475
30/07/2018 10:33:59.051,7396558
30/07/2018 10:33:59.091,7396711
30/07/2018 10:33:59.131,7395642
30/07/2018 10:33:59.171,7397220
30/07/2018 10:33:59.211,7396813
30/07/2018 10:33:59.251,7396253
30/07/2018 10:33:59.291,7396507
30/07/2018 10:33:59.331,7396813
30/07/2018 10:33:59.371,7394064
30/07/2018 10:33:59.411,7391213
30/07/2018 10:33:59.451,7402922
30/07/2018 10:33:59.491,7420538
30/07/2018 10:33:59.531,7427003
30/07/2018 10:33:59.571,7427360
30/07/2018 10:33:59.611,7428378
30/07/2018 10:33:59.651,7432807
30/07/2018 10:33:59.691,7433418
30/07/2018 10:33:59.731,7438560
30/07/2018 10:33:59.771,7438204
30/07/2018 10:33:59.811,7431483
30/07/2018 10:33:59.851,7431331
30/07/2018 10:33:59.891,7431891
30/07/2018 10:33:59.931,7425832
30/07/2018 10:33:59.971,7424305
30/07/2018 10:34:00.011,7424356
30/07/2018 10:34:00.051,7419163
30/07/2018 10:34:00.091,7414581
30/07/2018 10:34:00.131,7409592
30/07/2018 10:34:00.171,7408217
30/07/2018 10:34:00.211,7407963
30/07/2018 10:34:00.251,7407810
30/07/2018 10:34:00.291,7405824
30/07/2018 10:34:00.331,7401955
30/07/2018 10:34:00.371,7400631
30/07/2018 10:34:00.411,7396355
30/07/2018 10:34:00.451,7392791
30/07/2018 10:34:00.491,7390907
30/07/2018 10:34:00.531,7379503
30/07/2018 10:34:00.571,7374259
30/07/2018 10:34:00.611,7372223
30/07/2018 10:34:00.651,7369118
30/07/2018 10:34:00.691,7367234
30/07/2018 10:34:00.731,7366063
30/07/2018 10:34:00.771,7364434
30/07/2018 10:34:00.811,7363008
30/07/2018 10:34:00.851,7362092
30/07/2018 10:34:00.891,7360870
30/07/2018 10:34:00.931,7360361
30/07/2018 10:34:00.971,7359343
30/07/2018 10:34:01.011,7358375
30/07/2018 10:34:01.051,7357357
30/07/2018 10:34:01.091,7357255
30/07/2018 10:34:01.131,7357459
30/07/2018 10:34:01.171,7355575
30/07/2018 10:34:01.211,7355423
30/07/2018 10:34:01.251,7355270
30/07/2018 10:34:01.291,7354608
30/07/2018 10:34:01.331,7354048
30/07/2018 10:34:01.371,7353335
30/07/2018 10:34:01.411,7352724
30/07/2018 10:34:01.451,7353131
30/07/2018 10:34:01.491,7352113
30/07/2018 10:34:01.531,7351910
30/07/2018 10:34:01.571,7351808
30/07/2018 10:34:01.611,7351095
30/07/2018 10:34:01.651,7350739
30/07/2018 10:34:01.691,7350739
30/07/2018 10:34:01.731,7350535
30/07/2018 10:34:01.771,7349415
30/07/2018 10:34:01.811,7349415
30/07/2018 10:34:01.851,7349109
30/07/2018 10:34:01.891,7349059
30/07/2018 10:34:01.931,7348855
30/07/2018 10:34:01.971,7348702
30/07/2018 10:34:02.011,7348550
30/07/2018 10:34:02.051,7348091
30/07/2018 10:34:02.091,7347837
30/07/2018 10:34:02.131,7346666
30/07/2018 10:34:02.171,7347328
30/07/2018 10:34:02.211,7347531
30/07/2018 10:34:02.251,7346564
30/07/2018 10:34:02.291,7346462
30/07/2018 10:34:02.331,7346564
30/07/2018 10:34:02.371,7346259
30/07/2018 10:34:02.411,7346360
30/07/2018 10:34:02.451,7346208
30/07/2018 10:34:02.491,7346208
30/07/2018 10:34:02.531,7345953
30/07/2018 10:34:02.571,7345597
30/07/2018 10:34:02.611,7345342
30/07/2018 10:34:02.651,7344375
30/07/2018 10:34:02.691,7342186
30/07/2018 10:34:02.731,7344833
30/07/2018 10:34:02.771,7342848
30/07/2018 10:34:02.811,7345902
30/07/2018 10:34:02.851,7343713
30/07/2018 10:34:02.891,7344171
30/07/2018 10:34:02.931,7343509
30/07/2018 10:34:02.971,7343357
30/07/2018 10:34:03.011,7343051
30/07/2018 10:34:03.051,7343153
30/07/2018 10:34:03.091,7342898
30/07/2018 10:34:03.131,7343458
30/07/2018 10:34:03.171,7343102
30/07/2018 10:34:03.211,7341982
30/07/2018 10:34:03.251,7343306
30/07/2018 10:34:03.291,7342695
30/07/2018 10:34:03.331,7342797
30/07/2018 10:34:03.371,7342491
30/07/2018 10:34:03.411,7340353
30/07/2018 10:34:03.451,7339386
30/07/2018 10:34:03.491,7338622
30/07/2018 10:34:03.531,7338622
30/07/2018 10:34:03.571,7338113
