Session,StartTime,startTimestamp,EndTime,EndTimestamp
Session 1,2.777572,Fri Jul 06 01:38:21.681 2018,177.7528,Fri Jul 06 01:41:16.656 2018
Session 2,4604.567,Fri Jul 06 02:55:03.470 2018,4805.434,Fri Jul 06 02:58:24.337 2018
